PLAYER NAME,TEAM,POS,Age,G,GS,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,RecTD,FL,TD,PPR,VBD
Josh Allen,BUF,QB,22,12,11,172.8,0.83,1.0,7.42,52.6,7.09,0.67,0.08,0.0,0.0,0.0,0.17,0.67,17.3,
Julian Edelman,NWE,WR,32,12,12,3.58,0.0,0.0,0.75,8.92,11.89,0.0,9.0,6.17,70.8,0.5,0.0,0.5,17.3,1.42
Kenny Golladay,DET,WR,25,15,13,0.0,0.0,0.0,0.07,0.53,8.0,0.0,7.93,4.67,70.9,0.33,0.0,0.33,13.8,1.4
Calvin Ridley,ATL,WR,24,16,5,0.0,0.0,0.0,0.38,1.69,4.5,0.0,5.75,4.0,51.3,0.63,0.06,0.63,12.9,1.63
Kenyan Drake,MIA,RB,24,16,7,0.0,0.0,0.0,7.5,33.4,4.46,0.25,4.56,3.31,29.8,0.31,0.06,0.56,12.9,1.13
Derrick Henry,TEN,RB,24,16,12,0.88,0.0,0.0,13.4,66.2,4.93,0.75,1.13,0.94,6.19,0.0,0.06,0.75,12.6,3.19
Chris Carson,SEA,RB,24,14,14,0.0,0.0,0.0,17.6,82.2,4.66,0.64,1.71,1.43,11.6,0.0,0.14,0.64,14.4,3.29
Emmanuel Sanders,DEN,WR,31,12,12,2.33,0.08,0.0,0.33,4.42,13.25,0.08,8.17,5.92,72.3,0.33,0.0,0.42,16.5,0.92
Jameis Winston,TAM,QB,24,11,9,272.0,1.73,1.27,4.45,25.5,5.73,0.09,0.0,0.0,0.0,0.0,0.27,0.09,17.8,
Nick Chubb,CLE,RB,23,16,9,0.0,0.0,0.0,12.0,62.3,5.19,0.5,1.81,1.25,9.31,0.13,0.0,0.63,12.2,2.44
Carson Wentz,PHI,QB,26,11,11,279.5,1.91,0.64,3.09,8.45,2.74,0.0,0.09,0.09,0.36,0.0,0.55,0.0,17.6,
Jared Cook,OAK,TE,31,16,14,0.0,0.0,0.0,0.0,0.0,,0.0,6.31,4.25,56.0,0.38,0.0,0.38,12.1,2.69
Tevin Coleman,ATL,RB,25,16,14,0.0,0.0,0.0,10.4,50.0,4.79,0.25,2.75,2.0,17.3,0.31,0.0,0.56,12.1,1.63
Adrian Peterson,WAS,RB,33,16,16,0.0,0.0,0.0,15.7,65.1,4.15,0.44,1.63,1.25,13.0,0.06,0.13,0.5,11.8,2.13
Adam Humphries,TAM,WR,25,16,10,0.0,0.0,0.0,0.13,0.69,5.5,0.0,6.56,4.75,51.0,0.31,0.0,0.31,11.8,
Larry Fitzgerald,ARI,WR,35,16,16,2.0,0.06,0.0,0.0,0.0,,0.0,7.0,4.31,45.9,0.38,0.0,0.38,11.6,
Alshon Jeffery,PHI,WR,28,13,13,0.0,0.0,0.0,0.0,0.0,,0.0,7.08,5.0,64.8,0.46,0.0,0.46,14.3,0.31
Chris Godwin,TAM,WR,22,16,5,0.0,0.0,0.0,0.0,0.0,,0.0,5.94,3.69,52.6,0.44,0.06,0.44,11.6,0.63
Corey Davis,TEN,WR,23,16,16,0.0,0.0,0.0,0.38,3.44,9.17,0.0,7.0,4.06,55.7,0.25,0.0,0.25,11.5,0.13
Golden Tate,2TM,WR,30,15,7,0.0,0.0,0.0,0.27,2.27,8.5,0.0,7.53,4.93,53.0,0.27,0.0,0.27,12.2,
Sterling Shepard,NYG,WR,25,16,16,0.0,0.0,0.0,0.19,2.06,11.0,0.0,6.69,4.13,54.5,0.25,0.0,0.25,11.4,
Mohamed Sanu,ATL,WR,29,16,16,0.31,0.06,0.0,0.44,2.75,6.29,0.0,5.88,4.13,52.4,0.25,0.06,0.25,11.4,
Mike Williams,LAC,WR,24,16,5,0.0,0.0,0.0,0.44,1.75,4.0,0.06,4.13,2.69,41.5,0.63,0.0,0.69,11.3,1.31
Jordan Howard,CHI,RB,24,16,15,0.0,0.0,0.0,15.6,58.4,3.74,0.56,1.63,1.25,9.06,0.0,0.06,0.56,11.3,1.56
Dede Westbrook,JAX,WR,25,16,9,0.0,0.0,0.0,0.56,6.13,10.89,0.0,6.31,4.13,44.8,0.31,0.13,0.38,11.2,
Marlon Mack,IND,RB,22,12,10,0.0,0.0,0.0,16.3,75.7,4.66,0.75,2.17,1.42,8.58,0.08,0.17,0.83,14.8,2.17
Marcus Mariota,TEN,QB,25,14,13,180.6,0.79,0.57,4.57,25.5,5.58,0.14,0.07,0.07,1.5,0.0,0.14,0.14,12.6,
Andy Dalton,CIN,QB,31,11,11,233.3,1.91,1.0,1.45,9.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,
Blake Bortles,JAX,QB,26,13,12,209.1,1.0,0.85,4.46,28.1,6.29,0.08,0.0,0.0,0.0,0.0,0.31,0.08,13.3,
T.J. Yeldon,JAX,RB,25,14,5,0.0,0.0,0.0,7.43,29.6,3.98,0.07,5.57,3.93,34.8,0.29,0.07,0.36,12.4,
Lamar Miller,HOU,RB,27,14,14,0.0,0.0,0.0,15.0,69.5,4.63,0.36,2.5,1.79,11.6,0.07,0.07,0.43,12.3,0.86
Aaron Jones,GNB,RB,24,12,8,0.0,0.0,0.0,11.1,60.7,5.47,0.67,2.92,2.17,17.2,0.08,0.08,0.75,14.3,0.83
Austin Ekeler,LAC,RB,23,14,3,0.0,0.0,0.0,7.57,39.6,5.23,0.21,3.79,2.79,28.9,0.21,0.07,0.43,12.1,
Sam Darnold,NYJ,QB,21,13,13,220.4,1.31,1.15,3.38,10.6,3.14,0.08,0.0,0.0,0.0,0.0,0.15,0.08,13.0,
Ryan Fitzpatrick,TAM,QB,36,8,7,295.8,2.13,1.5,4.5,19.0,4.22,0.25,0.0,0.0,0.0,0.0,0.13,0.25,20.7,
Nelson Agholor,PHI,WR,25,16,16,0.94,0.0,0.0,0.19,2.0,10.67,0.0,6.06,4.0,46.0,0.25,0.0,0.25,10.3,
Zay Jones,BUF,WR,23,16,15,0.0,0.0,0.0,0.06,0.0,0.0,0.0,6.38,3.5,40.8,0.44,0.0,0.44,10.3,
Austin Hooper,ATL,TE,24,16,7,0.0,0.0,0.0,0.0,0.0,,0.0,5.5,4.44,41.3,0.25,0.0,0.25,10.2,0.56
Matt Breida,SFO,RB,23,14,13,0.0,0.0,0.0,10.9,58.1,5.32,0.21,2.21,1.93,18.6,0.14,0.07,0.36,11.6,
Nyheim Hines,IND,RB,22,16,4,0.0,0.0,0.0,5.31,19.6,3.69,0.13,5.06,3.94,26.6,0.13,0.0,0.25,10.1,
Dion Lewis,TEN,RB,28,16,7,0.0,0.0,0.0,9.69,32.3,3.34,0.06,4.19,3.69,25.0,0.06,0.06,0.13,10.0,
Lamar Jackson,BAL,QB,21,16,7,75.1,0.38,0.19,9.19,43.4,4.73,0.31,0.13,0.0,0.0,0.0,0.25,0.31,9.84,
D.J. Moore,CAR,WR,21,16,10,0.0,0.0,0.0,0.81,10.8,13.23,0.0,5.13,3.44,49.3,0.13,0.19,0.13,9.81,
Demaryius Thomas,2TM,WR,31,15,15,0.0,0.0,0.0,0.0,0.0,,0.0,5.93,3.93,45.1,0.33,0.0,0.33,10.4,
Jordy Nelson,OAK,WR,33,15,14,0.0,0.0,0.0,0.07,-0.13,-2.0,0.0,5.87,4.2,49.3,0.2,0.0,0.2,10.4,
Jalen Richard,OAK,RB,25,16,1,0.0,0.0,0.0,3.44,16.2,4.71,0.06,5.06,4.25,37.9,0.0,0.13,0.06,9.79,
Robbie Anderson,NYJ,WR,25,14,9,0.0,0.0,0.0,0.14,-0.57,-4.0,0.0,6.71,3.57,53.7,0.43,0.14,0.43,11.2,
Allen Robinson,CHI,WR,25,13,12,0.0,0.0,0.0,0.08,0.69,9.0,0.0,7.23,4.23,58.0,0.31,0.08,0.31,11.8,
Dalvin Cook,MIN,RB,23,11,10,0.0,0.0,0.0,12.1,55.9,4.62,0.18,4.45,3.64,27.7,0.18,0.18,0.36,13.8,
Taylor Gabriel,CHI,WR,27,16,11,0.0,0.0,0.0,0.56,3.81,6.78,0.0,5.81,4.19,43.0,0.13,0.06,0.13,9.49,
Kyle Rudolph,MIN,TE,29,16,16,0.0,0.0,0.0,0.0,0.0,,0.0,5.13,4.0,39.6,0.25,0.0,0.25,9.46,0.25
DeSean Jackson,TAM,WR,32,12,10,0.0,0.0,0.0,0.5,2.42,4.83,0.08,6.17,3.42,64.5,0.33,0.0,0.42,12.6,
Peyton Barber,TAM,RB,24,16,16,0.0,0.0,0.0,14.6,54.4,3.72,0.31,1.81,1.25,5.75,0.06,0.06,0.38,9.39,
Cole Beasley,DAL,WR,29,16,4,0.0,0.0,0.0,0.0,0.0,,0.0,5.44,4.06,42.0,0.19,0.0,0.19,9.39,
A.J. Green,CIN,WR,30,9,9,0.0,0.0,0.0,0.0,0.0,,0.0,8.56,5.11,77.1,0.67,0.11,0.67,16.6,
Trey Burton,CHI,TE,27,16,16,0.0,0.0,0.0,0.06,0.13,2.0,0.0,4.75,3.38,35.6,0.38,0.06,0.38,9.19,0.63
David Njoku,CLE,TE,22,16,14,0.0,0.0,0.0,0.0,0.0,,0.0,5.5,3.5,39.9,0.25,0.0,0.25,8.99,0.31
John Brown,BAL,WR,28,16,15,0.0,0.0,0.0,0.19,0.25,1.33,0.0,6.06,2.63,44.7,0.31,0.0,0.31,8.99,
Ryan Tannehill,MIA,QB,30,11,11,179.9,1.55,0.82,2.91,13.2,4.53,0.0,0.09,0.09,0.27,0.09,0.36,0.09,13.0,
Mark Ingram,NOR,RB,29,12,6,0.0,0.0,0.0,11.5,53.8,4.67,0.5,2.25,1.75,14.2,0.08,0.08,0.58,11.9,
Doug Baldwin,SEA,WR,30,13,13,0.0,0.0,0.0,0.0,0.0,,0.0,5.62,3.85,47.5,0.38,0.0,0.38,10.9,
Isaiah Crowell,NYJ,RB,25,13,6,0.0,0.0,0.0,11.0,52.7,4.79,0.46,2.15,1.62,11.7,0.0,0.0,0.46,10.8,
Kerryon Johnson,DET,RB,21,10,7,0.0,0.0,0.0,11.8,64.1,5.43,0.3,3.9,3.2,21.3,0.1,0.1,0.4,13.9,
Sony Michel,NWE,RB,23,13,8,0.0,0.0,0.0,16.1,71.6,4.45,0.46,0.85,0.54,3.85,0.0,0.08,0.46,10.7,
Josh Gordon,2TM,WR,27,12,12,0.0,0.0,0.0,0.0,0.0,,0.0,5.92,3.42,61.4,0.33,0.0,0.33,11.6,
Alex Smith,WAS,QB,34,10,10,218.0,1.0,0.5,4.1,16.8,4.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,13.8,
Tyrell Williams,LAC,WR,26,16,10,0.0,0.0,0.0,0.13,0.94,7.5,0.0,4.06,2.56,40.8,0.31,0.0,0.31,8.61,
Joe Flacco,BAL,QB,33,9,9,273.9,1.33,0.67,2.11,5.0,2.37,0.0,0.0,0.0,0.0,0.0,0.11,0.0,15.2,
Mike Davis,SEA,RB,25,15,2,0.0,0.0,0.0,7.47,34.3,4.59,0.27,2.8,2.27,14.3,0.07,0.0,0.33,9.12,
Curtis Samuel,CAR,WR,22,13,8,0.0,0.0,0.0,0.62,6.46,10.5,0.15,5.0,3.0,38.0,0.38,0.08,0.54,10.5,
Courtland Sutton,DEN,WR,23,16,9,0.0,0.0,0.0,0.06,-0.06,-1.0,0.0,5.25,2.63,44.0,0.25,0.0,0.25,8.52,
Cooper Kupp,LAR,WR,25,8,8,0.0,0.0,0.0,0.5,3.13,6.25,0.0,6.88,5.0,70.8,0.75,0.0,0.75,16.9,
Kenny Stills,MIA,WR,26,15,15,0.2,0.07,0.0,0.0,0.0,,0.0,4.27,2.47,36.9,0.4,0.0,0.4,8.96,
Willie Snead,BAL,WR,26,16,10,0.0,0.0,0.0,0.06,0.81,13.0,0.0,5.94,3.88,40.7,0.06,0.0,0.06,8.4,
Vance McDonald,PIT,TE,28,15,14,0.0,0.0,0.0,0.0,0.0,,0.0,4.8,3.33,40.7,0.27,0.07,0.27,8.87,
Michael Crabtree,BAL,WR,31,16,16,0.0,0.0,0.0,0.0,0.0,,0.0,6.25,3.38,37.9,0.19,0.0,0.19,8.29,
Antonio Callaway,CLE,WR,21,16,11,0.0,0.0,0.0,0.13,0.44,3.5,0.0,4.94,2.69,36.6,0.31,0.06,0.31,8.27,
Duke Johnson,CLE,RB,25,16,2,0.0,0.0,0.0,2.5,12.6,5.03,0.0,3.88,2.94,26.8,0.19,0.0,0.19,8.25,
Latavius Murray,MIN,RB,28,16,6,0.0,0.0,0.0,8.75,36.1,4.13,0.38,1.63,1.38,8.81,0.0,0.0,0.38,8.24,
Rob Gronkowski,NWE,TE,29,13,11,0.0,0.0,0.0,0.0,0.0,,0.0,5.54,3.62,52.5,0.23,0.08,0.23,10.1,0.08
Donte Moncrief,JAX,WR,25,16,14,0.0,0.0,0.0,0.0,0.0,,0.0,5.56,3.0,41.8,0.19,0.06,0.19,8.18,
Jimmy Graham,GNB,TE,32,16,12,0.0,0.0,0.0,0.0,0.0,,0.0,5.56,3.44,39.8,0.13,0.0,0.13,8.16,
Danny Amendola,MIA,WR,33,15,15,1.87,0.07,0.0,0.07,-0.13,-2.0,0.0,5.27,3.93,38.3,0.07,0.0,0.07,8.49,
LeSean McCoy,BUF,RB,30,14,13,0.0,0.0,0.0,11.5,36.7,3.19,0.21,3.29,2.43,17.0,0.0,0.0,0.21,9.09,
Evan Engram,NYG,TE,24,11,8,0.0,0.0,0.0,0.27,3.27,12.0,0.0,5.82,4.09,52.5,0.27,0.0,0.27,11.5,
Nick Mullens,SFO,QB,23,8,8,284.6,1.63,1.25,2.25,-2.0,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,
Christian Kirk,ARI,WR,22,12,7,0.0,0.0,0.0,0.25,2.92,11.67,0.0,5.67,3.58,49.2,0.25,0.0,0.25,10.3,
Devin Funchess,CAR,WR,24,14,12,0.0,0.0,0.0,0.0,0.0,,0.0,5.64,3.14,39.2,0.29,0.0,0.29,8.78,
O.J. Howard,TAM,TE,24,10,8,0.0,0.0,0.0,0.0,0.0,,0.0,4.8,3.4,56.5,0.5,0.0,0.5,12.1,0.4
Leonard Fournette,JAX,RB,23,8,8,0.0,0.0,0.0,16.6,54.9,3.3,0.63,3.25,2.75,23.1,0.13,0.0,0.75,15.1,
Anthony Miller,CHI,WR,24,15,4,0.53,0.0,0.0,0.4,1.73,4.33,0.0,3.6,2.2,28.2,0.47,0.0,0.47,8.01,
Doug Martin,OAK,RB,29,16,9,0.0,0.0,0.0,10.8,45.2,4.2,0.25,1.5,1.13,7.25,0.0,0.19,0.25,7.49,
Jordan Reed,WAS,TE,28,13,8,0.0,0.0,0.0,0.0,0.0,,0.0,6.46,4.15,42.9,0.15,0.08,0.15,9.22,
Rashard Higgins,CLE,WR,24,13,1,0.0,0.0,0.0,0.0,0.0,,0.0,4.08,3.0,44.0,0.31,0.08,0.31,9.09,
Wendell Smallwood,PHI,RB,24,16,6,0.0,0.0,0.0,5.44,22.8,4.18,0.19,2.19,1.75,14.4,0.13,0.06,0.31,7.34,
Chester Rogers,IND,WR,24,16,10,0.0,0.0,0.0,0.06,-0.25,-4.0,0.0,4.5,3.31,30.3,0.13,0.0,0.13,7.32,
Theo Riddick,DET,RB,27,14,3,0.0,0.0,0.0,2.86,12.2,4.28,0.0,5.29,4.36,27.4,0.0,0.0,0.0,8.32,
Marvin Jones,DET,WR,28,9,9,0.0,0.0,0.0,0.0,0.0,,0.0,6.89,3.89,56.4,0.56,0.0,0.56,12.9,
Sammy Watkins,KAN,WR,25,10,9,0.0,0.0,0.0,0.5,5.2,10.4,0.0,5.5,4.0,51.9,0.3,0.0,0.3,11.5,
Kendrick Bourne,SFO,WR,23,16,8,0.0,0.0,0.0,0.0,0.0,,0.0,4.13,2.63,30.4,0.25,0.0,0.25,7.17,
Jamaal Williams,GNB,RB,23,16,8,0.0,0.0,0.0,7.56,29.0,3.83,0.19,2.56,1.69,13.1,0.0,0.0,0.19,7.15,
Chris Herndon,NYJ,TE,22,16,12,0.0,0.0,0.0,0.0,0.0,,0.0,3.5,2.44,31.4,0.25,0.0,0.25,7.08,
Josh Rosen,ARI,QB,21,14,13,162.7,0.79,1.0,1.64,9.86,6.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,8.06,
Marquez Valdes-Scantling,GNB,WR,24,16,10,0.0,0.0,0.0,0.13,1.81,14.5,0.0,4.56,2.38,36.3,0.13,0.0,0.13,6.94,
Josh Doctson,WAS,WR,26,15,12,0.0,0.0,0.0,0.0,0.0,,0.0,5.2,2.93,35.5,0.13,0.0,0.13,7.28,
Alex Collins,BAL,RB,24,10,10,0.0,0.0,0.0,11.4,41.1,3.61,0.7,2.1,1.5,10.5,0.1,0.3,0.8,10.9,
Mark Andrews,BAL,TE,23,16,3,0.0,0.0,0.0,0.0,0.0,,0.0,3.13,2.13,34.5,0.19,0.0,0.19,6.7,
Seth Roberts,OAK,WR,27,15,7,0.0,0.0,0.0,0.2,0.33,1.67,0.0,4.27,3.0,32.9,0.13,0.0,0.13,7.13,
Will Fuller,HOU,WR,24,7,7,0.0,0.0,0.0,0.0,0.0,,0.0,6.43,4.57,71.9,0.57,0.0,0.57,15.2,
Chris Hogan,NWE,WR,31,16,7,0.0,0.0,0.0,0.0,0.0,,0.0,3.44,2.19,33.3,0.19,0.0,0.19,6.64,
C.J. Uzomah,CIN,TE,25,16,15,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.69,27.4,0.19,0.0,0.19,6.56,
Dante Pettis,SFO,WR,23,12,7,0.0,0.0,0.0,0.08,-0.17,-2.0,0.0,3.75,2.25,38.9,0.42,0.0,0.42,8.63,
Frank Gore,MIA,RB,35,14,14,0.0,0.0,0.0,11.1,51.6,4.63,0.0,1.14,0.86,8.86,0.07,0.0,0.07,7.33,
Royce Freeman,DEN,RB,22,14,8,0.0,0.0,0.0,9.29,37.2,4.01,0.36,1.43,1.0,5.14,0.0,0.07,0.36,7.24,
David Moore,SEA,WR,23,16,7,0.0,0.0,0.0,0.06,0.31,5.0,0.0,3.31,1.63,27.8,0.31,0.0,0.31,6.31,
Tre'Quan Smith,NOR,WR,22,15,7,0.0,0.0,0.0,0.0,0.0,,0.0,2.93,1.87,28.5,0.33,0.0,0.33,6.71,
Josh Reynolds,LAR,WR,23,16,8,0.0,0.0,0.0,0.13,0.5,4.0,0.0,3.31,1.81,25.1,0.31,0.0,0.31,6.25,
Robert Foster,BUF,WR,24,13,3,0.0,0.0,0.0,0.0,0.0,,0.0,3.38,2.08,41.6,0.23,0.0,0.23,7.62,
