PLAYER NAME,TEAM,POS,Age,G,GS,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,RecTD,FL,TD,PPR,VBD
Damien Williams,KAN,RB,26,16,3,0.0,0.0,0.0,3.13,16.0,5.12,0.25,1.5,1.44,10.0,0.13,0.06,0.38,6.16,
Carlos Hyde,2TM,RB,28,14,7,0.0,0.0,0.0,12.3,40.8,3.32,0.36,1.14,0.71,2.36,0.0,0.07,0.36,7.03,
Ito Smith,ATL,RB,23,14,0,0.0,0.0,0.0,6.43,22.5,3.5,0.29,2.29,1.93,10.9,0.0,0.0,0.29,6.98,
Michael Gallup,DAL,WR,22,16,8,0.0,0.0,0.0,0.0,0.0,,0.0,4.25,2.06,31.7,0.13,0.0,0.13,6.11,
Jarius Wright,CAR,WR,29,16,6,0.0,0.0,0.0,0.13,2.44,19.5,0.0,3.69,2.69,27.9,0.06,0.06,0.06,6.1,
Alfred Blue,HOU,RB,27,16,2,0.0,0.0,0.0,9.38,31.2,3.33,0.13,1.69,1.25,9.63,0.0,0.0,0.13,6.08,
Albert Wilson,MIA,WR,26,7,3,7.43,0.14,0.0,1.14,2.29,2.0,0.0,5.0,3.71,55.9,0.57,0.0,0.57,13.8,
Cordarrelle Patterson,NWE,WR,27,15,5,0.0,0.0,0.0,2.8,15.2,5.43,0.07,1.87,1.4,16.5,0.2,0.07,0.33,6.43,
Giovani Bernard,CIN,RB,27,12,4,0.0,0.0,0.0,4.67,17.6,3.77,0.25,4.0,2.92,18.2,0.0,0.0,0.25,7.99,
Javorius Allen,BAL,RB,27,14,0,0.0,0.0,0.0,2.93,7.86,2.68,0.21,3.07,2.5,14.0,0.14,0.07,0.36,6.69,
Cameron Brate,TAM,TE,27,16,2,0.0,0.0,0.0,0.0,0.0,,0.0,3.06,1.88,18.1,0.38,0.06,0.38,5.81,
Chris Thompson,WAS,RB,28,10,0,0.0,0.0,0.0,4.3,17.8,4.14,0.0,5.5,4.1,26.8,0.1,0.0,0.1,9.16,
Chris Conley,KAN,WR,26,16,13,0.0,0.0,0.0,0.0,0.0,,0.0,3.25,2.0,20.9,0.31,0.13,0.31,5.71,
Dallas Goedert,PHI,TE,23,16,8,0.0,0.0,0.0,0.0,0.0,,0.0,2.75,2.06,20.9,0.25,0.0,0.25,5.65,
Gus Edwards,BAL,RB,23,11,6,0.0,0.0,0.0,12.5,65.3,5.24,0.18,0.18,0.18,1.82,0.0,0.0,0.18,8.16,
Jaylen Samuels,PIT,RB,22,14,3,0.0,0.0,0.0,4.0,18.3,4.57,0.0,2.07,1.86,14.2,0.21,0.0,0.21,6.39,
Keelan Cole,JAX,WR,25,16,11,0.0,0.0,0.0,0.0,0.0,,0.0,4.38,2.38,30.7,0.06,0.13,0.06,5.57,
Devontae Booker,DEN,RB,26,16,0,0.0,0.0,0.0,2.13,11.4,5.38,0.06,3.19,2.38,17.2,0.0,0.06,0.06,5.49,
Taywan Taylor,TEN,WR,23,13,5,0.0,0.0,0.0,0.0,0.0,,0.0,4.31,2.85,35.8,0.08,0.08,0.08,6.74,
Marquise Goodwin,SFO,WR,28,11,8,0.0,0.0,0.0,0.36,0.82,2.25,0.0,3.91,2.09,35.9,0.36,0.0,0.36,7.95,
Ben Watson,NOR,TE,38,16,4,0.0,0.0,0.0,0.0,0.0,,0.0,2.88,2.19,25.0,0.13,0.0,0.13,5.44,
Quincy Enunwa,NYJ,WR,26,11,10,0.0,0.0,0.0,0.09,0.0,0.0,0.0,6.18,3.45,40.8,0.09,0.09,0.09,7.9,
Gerald Everett,LAR,TE,24,16,0,0.0,0.0,0.0,0.13,1.0,8.0,0.0,3.13,2.06,20.0,0.19,0.0,0.19,5.41,
LeGarrette Blount,DET,RB,32,16,8,0.0,0.0,0.0,9.63,26.1,2.71,0.31,0.94,0.63,4.19,0.0,0.06,0.31,5.41,
Randall Cobb,GNB,WR,28,9,6,0.0,0.0,0.0,0.0,0.0,,0.0,6.78,4.22,42.6,0.22,0.11,0.22,9.59,
Elijah McGuire,NYJ,RB,24,8,3,0.0,0.0,0.0,11.5,34.5,3.0,0.38,3.88,2.38,24.1,0.13,0.25,0.5,10.7,
Jeff Driskel,CIN,QB,25,9,5,111.4,0.67,0.22,2.78,14.4,5.2,0.22,0.0,0.0,0.0,0.0,0.11,0.22,9.46,
John Ross,CIN,WR,23,13,10,0.0,0.0,0.0,0.31,0.69,2.25,0.0,4.46,1.62,16.2,0.54,0.0,0.54,6.53,
Jesse James,PIT,TE,24,16,7,0.0,0.0,0.0,0.0,0.0,,0.0,2.44,1.88,26.4,0.13,0.0,0.13,5.27,
Jacquizz Rodgers,TAM,RB,28,16,0,0.0,0.0,0.0,2.06,6.63,3.21,0.06,2.81,2.38,19.0,0.0,0.06,0.06,5.19,
Jamison Crowder,WAS,WR,25,9,7,0.0,0.0,0.0,0.44,3.33,7.5,0.0,5.44,3.22,43.1,0.22,0.0,0.22,9.2,
Josh Adams,PHI,RB,22,14,5,0.0,0.0,0.0,8.57,36.5,4.26,0.21,0.93,0.5,4.14,0.0,0.07,0.21,5.85,
Phillip Dorsett,NWE,WR,25,16,2,0.0,0.0,0.0,0.25,1.81,7.25,0.0,2.63,2.0,18.1,0.19,0.0,0.19,5.12,
Ian Thomas,CAR,TE,22,16,6,0.0,0.0,0.0,0.0,0.0,,0.0,3.06,2.25,20.8,0.13,0.0,0.13,5.08,
Corey Clement,PHI,RB,24,11,0,0.0,0.0,0.0,6.18,23.5,3.81,0.18,2.27,2.0,17.5,0.0,0.0,0.18,7.37,
Greg Olsen,CAR,TE,33,9,9,0.0,0.0,0.0,0.0,0.0,,0.0,4.22,3.0,32.3,0.44,0.0,0.44,8.9,
Jermaine Kearse,NYJ,WR,28,14,9,0.0,0.0,0.0,0.0,0.0,,0.0,5.43,2.64,26.5,0.07,0.0,0.07,5.72,
Marshawn Lynch,OAK,RB,32,6,6,0.0,0.0,0.0,15.0,62.7,4.18,0.5,3.33,2.5,14.0,0.0,0.0,0.5,13.2,
Spencer Ware,KAN,RB,27,13,2,0.0,0.0,0.0,3.92,18.9,4.82,0.15,1.77,1.54,17.2,0.0,0.0,0.15,6.08,
Chris Ivory,BUF,RB,30,13,1,0.0,0.0,0.0,8.85,29.6,3.35,0.08,1.62,1.0,15.8,0.0,0.0,0.08,6.0,
Nick Foles,PHI,QB,29,5,5,282.6,1.4,0.8,1.8,3.4,1.89,0.0,0.2,0.2,2.0,0.0,0.4,0.0,15.2,
Vernon Davis,WAS,TE,34,14,8,0.0,0.0,0.0,0.0,0.0,,0.0,2.57,1.79,26.2,0.14,0.0,0.14,5.41,
Blake Jarwin,DAL,TE,24,16,4,0.0,0.0,0.0,0.0,0.0,,0.0,2.25,1.69,19.2,0.19,0.0,0.19,4.73,
Antonio Gates,LAC,TE,38,16,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.81,1.75,20.8,0.13,0.06,0.13,4.71,
C.J. Beathard,SFO,QB,25,6,5,208.7,1.33,1.17,3.17,11.5,3.63,0.17,0.0,0.0,0.0,0.0,0.5,0.17,12.5,
Demarcus Robinson,KAN,WR,24,16,5,0.0,0.0,0.0,0.0,0.0,,0.0,2.06,1.38,18.0,0.25,0.0,0.25,4.67,
Ryan Grant,IND,WR,28,14,10,0.0,0.0,0.0,0.0,0.0,,0.0,3.71,2.5,23.9,0.07,0.0,0.07,5.31,
Ricky Seals-Jones,ARI,TE,23,15,5,0.0,0.0,0.0,0.0,0.0,,0.0,4.6,2.27,22.9,0.07,0.0,0.07,4.95,
Nick Vannett,SEA,TE,25,15,9,0.0,0.0,0.0,0.0,0.0,,0.0,2.87,1.93,17.9,0.2,0.0,0.2,4.93,
Jakeem Grant,MIA,WR,26,10,2,0.0,0.0,0.0,0.1,0.5,5.0,0.0,3.4,2.1,26.8,0.2,0.0,0.4,7.23,
Ty Montgomery,2TM,RB,25,13,0,0.0,0.0,0.0,3.15,14.5,4.59,0.08,3.08,1.92,18.1,0.0,0.08,0.08,5.48,
Tajae Sharpe,TEN,WR,24,16,13,0.0,0.0,0.0,0.06,1.0,16.0,0.0,2.94,1.63,19.8,0.13,0.0,0.13,4.45,
Laquon Treadwell,MIN,WR,23,15,7,0.0,0.0,0.0,0.0,0.0,,0.0,3.53,2.33,20.1,0.07,0.0,0.07,4.75,
Jeff Heuerman,DEN,TE,26,11,10,0.0,0.0,0.0,0.0,0.0,,0.0,4.36,2.82,25.5,0.18,0.0,0.18,6.46,
Rashaad Penny,SEA,RB,22,14,0,0.0,0.0,0.0,6.07,29.9,4.93,0.14,0.86,0.64,5.36,0.0,0.0,0.14,5.03,
Ryan Switzer,PIT,WR,24,16,1,0.0,0.0,0.0,0.38,1.31,3.5,0.0,2.75,2.25,15.8,0.06,0.0,0.06,4.34,
Kelvin Benjamin,2TM,WR,27,15,10,0.0,0.0,0.0,0.0,0.0,,0.0,4.47,1.67,25.3,0.07,0.0,0.07,4.6,
Alfred Morris,SFO,RB,30,12,1,0.0,0.0,0.0,9.25,35.7,3.86,0.17,1.08,0.67,6.08,0.0,0.08,0.17,5.67,
Brock Osweiler,MIA,QB,28,7,5,178.1,0.86,0.57,1.14,3.0,2.63,0.0,0.0,0.0,0.0,0.0,0.14,0.0,9.71,
C.J. Anderson,2TM,RB,27,11,3,0.0,0.0,0.0,6.09,36.6,6.01,0.18,0.82,0.45,3.73,0.09,0.0,0.27,6.13,
Kyle Juszczyk,SFO,RB,27,16,14,0.0,0.0,0.0,0.5,1.88,3.75,0.0,2.56,1.88,20.3,0.06,0.13,0.06,4.21,
Zach Pascal,IND,WR,24,16,4,0.0,0.0,0.0,0.13,0.63,5.0,0.0,2.88,1.69,16.8,0.13,0.0,0.13,4.17,
DaeSean Hamilton,DEN,WR,23,14,5,0.0,0.0,0.0,0.0,0.0,,0.0,3.21,2.14,17.4,0.14,0.0,0.14,4.74,
Jordan Thomas,HOU,TE,22,16,10,0.0,0.0,0.0,0.0,0.0,,0.0,1.69,1.25,13.4,0.25,0.0,0.25,4.09,
Tyler Higbee,LAR,TE,25,16,16,0.0,0.0,0.0,0.0,0.0,,0.0,2.13,1.5,18.3,0.13,0.0,0.13,4.08,
Jonnu Smith,TEN,TE,23,13,12,0.0,0.0,0.0,0.0,0.0,,0.0,2.31,1.54,19.8,0.23,0.0,0.23,4.91,
Chase Edmonds,ARI,RB,22,16,0,0.0,0.0,0.0,3.75,13.0,3.47,0.13,1.44,1.25,6.44,0.0,0.0,0.13,3.94,
Keke Coutee,HOU,WR,21,6,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.83,4.67,47.8,0.17,0.0,0.17,10.5,
Geronimo Allison,GNB,WR,24,5,4,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,4.0,60.6,0.4,0.0,0.4,12.5,
Breshad Perriman,CLE,WR,25,10,2,0.0,0.0,0.0,0.4,0.2,0.5,0.0,2.5,1.6,34.0,0.2,0.0,0.2,6.22,
Jordan Matthews,PHI,WR,26,14,3,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.43,21.4,0.14,0.0,0.14,4.43,
Kapri Bibbs,2TM,RB,25,12,0,0.0,0.0,0.0,1.75,8.58,4.9,0.25,1.92,1.33,9.58,0.08,0.0,0.33,5.15,
Allen Hurns,DAL,WR,27,16,7,0.0,0.0,0.0,0.0,0.0,,0.0,2.19,1.25,18.4,0.13,0.0,0.13,3.84,
Justin Jackson,LAC,RB,22,13,1,0.0,0.0,0.0,3.85,15.8,4.12,0.15,1.46,1.15,10.4,0.0,0.0,0.15,4.7,
Darren Sproles,PHI,RB,35,6,2,0.0,0.0,0.0,4.83,20.0,4.14,0.17,3.83,2.5,26.7,0.33,0.0,0.5,10.2,
DeVante Parker,MIA,WR,25,11,7,0.0,0.0,0.0,0.0,0.0,,0.0,4.27,2.18,28.1,0.09,0.0,0.09,5.54,
Jaron Brown,SEA,WR,28,16,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.19,0.88,10.4,0.31,0.0,0.31,3.79,
Jack Doyle,IND,TE,28,6,6,0.0,0.0,0.0,0.0,0.0,,0.0,5.5,4.33,40.8,0.33,0.17,0.33,10.1,
Bilal Powell,NYJ,RB,30,7,7,0.0,0.0,0.0,11.4,49.0,4.29,0.0,2.57,1.57,15.7,0.14,0.14,0.14,8.61,
Tim Patrick,DEN,WR,25,16,4,0.0,0.0,0.0,0.19,1.06,5.67,0.0,2.56,1.44,19.7,0.06,0.06,0.06,3.76,
Rhett Ellison,NYG,TE,30,14,12,0.0,0.0,0.0,0.0,0.0,,0.0,2.43,1.79,19.4,0.07,0.0,0.07,4.3,
Jordan Wilkins,IND,RB,24,16,3,0.0,0.0,0.0,3.75,21.0,5.6,0.06,1.06,1.0,5.31,0.0,0.13,0.06,3.76,
Bruce Ellington,2TM,WR,27,7,3,0.0,0.0,0.0,0.14,0.29,2.0,0.0,6.0,4.43,32.0,0.14,0.0,0.14,8.51,
Maurice Harris,WAS,WR,26,12,7,0.0,0.0,0.0,0.17,0.83,5.0,0.0,3.92,2.33,25.3,0.0,0.0,0.0,4.95,
Paul Richardson,WAS,WR,26,7,4,0.0,0.0,0.0,0.29,1.29,4.5,0.0,5.0,2.86,37.4,0.29,0.0,0.29,8.44,
Pierre Garcon,SFO,WR,32,8,8,0.0,0.0,0.0,0.0,0.0,,0.0,5.75,3.0,35.8,0.13,0.0,0.13,7.33,
Zach Zenner,DET,RB,27,8,1,0.0,0.0,0.0,6.88,33.1,4.82,0.38,1.25,0.88,7.0,0.0,0.0,0.38,7.14,
Geoff Swaim,DAL,TE,25,9,9,0.0,0.0,0.0,0.0,0.0,,0.0,3.56,2.89,26.9,0.11,0.0,0.11,6.24,
Jason Croom,BUF,TE,24,15,3,0.0,0.0,0.0,0.0,0.0,,0.0,2.33,1.47,17.3,0.07,0.13,0.13,3.73,
Trent Taylor,SFO,WR,24,14,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.93,1.86,15.4,0.07,0.0,0.07,3.96,
Matt LaCosse,DEN,TE,26,15,5,0.0,0.0,0.0,0.0,0.0,,0.0,2.47,1.6,16.7,0.07,0.0,0.07,3.67,
Ryan Griffin,HOU,TE,28,14,11,0.0,0.0,0.0,0.0,0.0,,0.0,3.07,1.71,21.8,0.0,0.0,0.0,3.89,
Kenneth Dixon,BAL,RB,24,6,0,0.0,0.0,0.0,10.0,55.5,5.55,0.33,1.17,1.0,8.5,0.0,0.17,0.33,9.07,
Equanimeous St. Brown,GNB,WR,22,12,7,0.0,0.0,0.0,0.08,0.42,5.0,0.0,3.0,1.75,27.3,0.0,0.0,0.0,4.52,
Levine Toilolo,DET,TE,27,16,10,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.31,16.4,0.06,0.0,0.06,3.33,
Terrelle Pryor,2TM,QB,29,8,1,0.0,0.0,0.0,0.13,-0.13,-1.0,0.0,3.75,2.0,31.5,0.25,0.0,0.25,6.64,
Ted Ginn Jr.,NOR,WR,33,5,3,0.0,0.0,0.0,0.6,5.2,8.67,0.0,6.0,3.4,41.8,0.4,0.2,0.4,10.5,
Isaiah McKenzie,2TM,WR,23,8,1,0.0,0.0,0.0,1.25,8.25,6.6,0.25,3.75,2.25,22.4,0.0,0.13,0.25,6.56,
Torrey Smith,CAR,WR,29,11,6,0.0,0.0,0.0,0.0,0.0,,0.0,2.82,1.55,17.3,0.18,0.0,0.18,4.55,
T.J. Jones,DET,WR,26,15,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.73,1.27,12.7,0.13,0.0,0.13,3.33,
Rex Burkhead,NWE,RB,28,8,4,0.0,0.0,0.0,7.13,23.3,3.26,0.0,2.5,1.75,16.4,0.13,0.13,0.13,6.21,
Josh Johnson,WAS,QB,32,4,3,147.5,0.75,1.0,5.75,30.0,5.22,0.25,0.0,0.0,0.0,0.0,0.0,0.25,12.4,
Trenton Cannon,NYJ,RB,24,16,0,0.0,0.0,0.0,2.38,7.06,2.97,0.06,1.56,1.06,9.0,0.0,0.0,0.06,3.04,
Jimmy Garoppolo,SFO,QB,27,3,3,239.3,1.67,1.0,2.67,11.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,
Anthony Firkser,TEN,TE,23,12,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.67,1.58,18.8,0.08,0.0,0.08,3.96,
Demetrius Harris,KAN,TE,27,15,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.67,0.8,10.9,0.2,0.0,0.2,3.09,
Chris Moore,BAL,WR,25,16,0,0.0,0.0,0.0,0.31,1.06,3.4,0.0,1.56,1.19,12.3,0.06,0.0,0.06,2.89,
Virgil Green,LAC,TE,30,16,16,0.0,0.0,0.0,0.0,0.0,,0.0,1.69,1.19,13.1,0.06,0.0,0.06,2.88,
Trent Sherfield,ARI,WR,22,13,2,0.0,0.0,0.0,0.0,0.0,,0.0,2.15,1.46,16.2,0.08,0.0,0.08,3.54,
Keith Kirkwood,NOR,WR,24,8,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.63,1.63,26.1,0.25,0.0,0.25,5.74,
Martavis Bryant,OAK,WR,27,8,2,0.0,0.0,0.0,0.38,2.88,7.67,0.0,3.38,2.38,33.3,0.0,0.13,0.0,5.74,
James O'Shaughnessy,JAX,TE,26,14,9,0.0,0.0,0.0,0.0,0.0,,0.0,2.71,1.71,15.3,0.0,0.0,0.0,3.24,
Ed Dickson,SEA,TE,31,10,1,0.0,0.0,0.0,0.1,0.9,9.0,0.0,1.3,1.2,14.3,0.3,0.0,0.3,4.52,
Wayne Gallman,NYG,RB,24,15,1,0.0,0.0,0.0,3.4,11.7,3.45,0.07,1.47,0.93,5.93,0.0,0.07,0.07,2.97,
Jeff Wilson,SFO,RB,23,6,2,0.0,0.0,0.0,11.0,44.3,4.03,0.0,2.5,2.0,16.3,0.0,0.33,0.0,7.4,
Nick Boyle,BAL,TE,25,16,13,0.0,0.0,0.0,0.0,0.0,,0.0,2.31,1.44,13.3,0.0,0.0,0.0,2.77,
James Washington,PIT,WR,22,14,6,0.0,0.0,0.0,0.0,0.0,,0.0,2.71,1.14,15.5,0.07,0.0,0.07,3.12,
Luke Stocker,TEN,TE,30,16,11,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.31,0.94,10.3,0.13,0.0,0.13,2.72,
Jay Ajayi,PHI,RB,25,4,3,0.0,0.0,0.0,11.3,46.0,4.09,0.75,1.5,1.25,5.0,0.0,0.25,0.75,10.8,
James Develin,NWE,TE,30,16,8,0.0,0.0,0.0,0.38,0.5,1.33,0.25,1.06,0.75,3.81,0.0,0.0,0.25,2.68,
DeAndre Carter,2TM,WR,25,14,4,0.0,0.0,0.0,0.07,0.5,7.0,0.0,1.79,1.57,15.4,0.0,0.07,0.0,3.02,
Lance Kendricks,GNB,TE,30,16,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.56,1.19,10.6,0.06,0.0,0.06,2.63,
Bennie Fowler,NYG,WR,27,10,5,0.0,0.0,0.0,0.0,0.0,,0.0,2.7,1.6,19.9,0.1,0.0,0.1,4.19,
Tyrod Taylor,CLE,QB,29,4,3,118.3,0.5,0.5,4.0,31.3,7.81,0.25,0.0,0.0,0.0,0.0,0.0,0.25,10.3,
Chad Williams,ARI,WR,24,10,7,0.0,0.0,0.0,0.1,0.9,9.0,0.0,4.6,1.7,17.1,0.1,0.0,0.1,4.1,
Russell Shepard,NYG,WR,28,12,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.58,0.83,15.7,0.17,0.0,0.17,3.4,
Darren Fells,CLE,TE,32,16,11,0.0,0.0,0.0,0.0,0.0,,0.0,0.75,0.69,7.31,0.19,0.0,0.19,2.54,
Travis Benjamin,LAC,WR,29,12,3,0.0,0.0,0.0,0.58,3.42,5.86,0.0,2.0,1.0,15.5,0.08,0.0,0.08,3.39,
Josh Hill,NOR,TE,28,16,11,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.0,11.6,0.06,0.0,0.06,2.53,
Mike Gesicki,MIA,TE,23,16,7,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.38,12.6,0.0,0.06,0.0,2.51,
Tavon Austin,DAL,WR,28,7,0,0.0,0.0,0.0,0.86,7.86,9.17,0.0,1.86,1.14,20.0,0.29,0.0,0.29,5.64,
Jordan Akins,HOU,TE,26,16,6,0.0,0.0,0.0,0.0,0.0,,0.0,1.56,1.06,14.1,0.0,0.0,0.0,2.47,
Malcolm Brown,LAR,RB,25,12,0,0.0,0.0,0.0,3.58,17.7,4.93,0.0,0.58,0.42,4.33,0.08,0.0,0.08,3.28,
Justin Hardy,ATL,WR,27,16,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.38,0.88,8.31,0.13,0.0,0.13,2.46,
Tyler Eifert,CIN,TE,28,4,2,0.0,0.0,0.0,0.0,0.0,,0.0,4.75,3.75,44.8,0.25,0.0,0.25,9.72,
Cody Kessler,JAX,QB,25,5,4,141.8,0.4,0.4,3.8,24.6,6.47,0.0,0.0,0.0,0.0,0.0,0.6,0.0,7.74,
Raheem Mostert,SFO,RB,26,9,0,0.0,0.0,0.0,3.78,29.0,7.68,0.11,0.78,0.67,2.78,0.0,0.11,0.11,4.29,
Marcus Murphy,BUF,RB,27,11,1,0.0,0.0,0.0,4.73,22.7,4.81,0.0,1.73,1.0,2.36,0.0,0.0,0.0,3.51,
Kalen Ballage,MIA,RB,23,12,0,0.0,0.0,0.0,3.0,15.9,5.31,0.08,0.92,0.75,4.67,0.0,0.08,0.08,3.14,
Brandon LaFell,OAK,WR,32,6,5,0.0,0.0,0.0,0.0,0.0,,0.0,2.67,2.0,22.5,0.33,0.0,0.33,6.25,
Charles Clay,BUF,TE,29,13,12,0.0,0.0,0.0,0.0,0.0,,0.0,2.77,1.62,14.2,0.0,0.08,0.0,2.88,
Maxx Williams,BAL,TE,24,13,6,0.0,0.0,0.0,0.23,0.62,2.67,0.0,1.31,1.23,11.0,0.08,0.0,0.08,2.85,
Michael Roberts,DET,TE,24,8,2,0.0,0.0,0.0,0.0,0.0,,0.0,2.5,1.13,12.5,0.38,0.0,0.38,4.63,
Cody Core,CIN,WR,24,14,3,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.93,11.4,0.07,0.0,0.07,2.64,
Alex Erickson,CIN,WR,26,16,6,0.0,0.0,0.0,0.19,1.38,7.33,0.0,1.81,1.25,10.4,0.0,0.06,0.0,2.31,
Marcell Ateman,OAK,WR,24,7,6,0.0,0.0,0.0,0.0,0.0,,0.0,4.43,2.14,22.0,0.14,0.0,0.14,5.2,
Cody Latimer,NYG,WR,26,6,2,0.0,0.0,0.0,0.0,0.0,,0.0,2.67,1.83,31.7,0.17,0.0,0.17,6.0,
Andre Roberts,NYJ,WR,30,16,1,0.0,0.0,0.0,0.13,1.25,10.0,0.0,1.06,0.63,4.94,0.06,0.06,0.19,2.24,
Will Dissly,SEA,TE,22,4,4,0.0,0.0,0.0,0.0,0.0,,0.0,3.5,2.0,39.0,0.5,0.0,0.5,8.9,
Lee Smith,OAK,TE,31,16,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.69,0.63,4.56,0.19,0.0,0.19,2.21,
Hayden Hurst,BAL,TE,25,12,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1.92,1.08,13.6,0.08,0.0,0.08,2.94,
Erik Swoope,IND,TE,26,7,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.43,1.14,12.4,0.43,0.0,0.43,4.96,
Rod Smith,DAL,RB,26,16,1,0.0,0.0,0.0,2.75,7.94,2.89,0.06,0.75,0.56,3.75,0.0,0.0,0.06,2.11,
Josh Bellamy,CHI,WR,29,16,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.56,0.88,7.31,0.06,0.0,0.06,2.11,
Taysom Hill,NOR,QB,28,16,4,4.0,0.0,0.06,2.31,12.3,5.3,0.13,0.44,0.19,0.25,0.0,0.06,0.13,2.1,
Deonte Thompson,2TM,WR,29,13,6,0.0,0.0,0.0,0.0,0.0,,0.0,2.31,1.31,12.4,0.0,0.0,0.0,2.55,
Blaine Gabbert,TEN,QB,29,8,3,78.3,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,
Dan Arnold,NOR,WR,23,10,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.9,1.2,15.0,0.1,0.0,0.1,3.3,
Mo Alie-Cox,IND,TE,25,9,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.44,0.78,14.8,0.22,0.0,0.22,3.59,
Richie James,SFO,WR,23,13,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.08,0.69,10.0,0.08,0.08,0.15,2.46,
Jordan Leggett,NYJ,TE,23,15,4,0.0,0.0,0.0,0.0,0.0,,0.0,1.6,0.93,7.6,0.07,0.0,0.07,2.09,
Marvin Hall,ATL,WR,25,16,0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,1.19,0.63,9.31,0.06,0.0,0.06,1.93,
Chase Daniel,CHI,QB,32,5,2,103.0,0.6,0.4,2.6,0.6,0.23,0.0,0.2,0.2,1.6,0.0,0.0,0.0,6.14,
Austin Carr,NOR,WR,25,14,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.64,6.93,0.14,0.0,0.14,2.19,
Brandon Marshall,SEA,WR,34,7,2,0.0,0.0,0.0,0.0,0.0,,0.0,3.29,1.57,19.4,0.14,0.0,0.14,4.37,
Brandon Bolden,MIA,RB,28,16,0,0.0,0.0,0.0,0.5,5.69,11.38,0.13,0.19,0.19,0.81,0.06,0.06,0.19,1.84,
DJ Chark,JAX,WR,22,11,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.91,1.27,15.8,0.0,0.09,0.0,2.67,
Darius Jennings,TEN,WR,26,16,0,1.31,0.0,0.0,0.06,0.13,2.0,0.0,0.94,0.69,6.31,0.0,0.0,0.06,1.76,
Michael Floyd,WAS,WR,29,13,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.85,0.77,7.69,0.08,0.0,0.08,2.15,
Damion Ratley,CLE,WR,23,13,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.54,1.0,11.1,0.0,0.0,0.0,2.11,
Colt McCoy,WAS,QB,32,3,2,124.0,1.0,1.0,3.33,21.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,
Kyle Allen,CAR,QB,22,2,1,133.0,1.0,0.0,2.5,9.5,3.8,0.5,0.0,0.0,0.0,0.0,0.0,0.5,13.3,
Garrett Celek,SFO,TE,30,15,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.53,0.33,6.0,0.13,0.0,0.13,1.73,
Austin Seferian-Jenkins,JAX,TE,26,5,5,0.0,0.0,0.0,0.0,0.0,,0.0,3.8,2.2,18.0,0.2,0.0,0.2,5.2,
Andy Janovich,DEN,RB,25,16,7,0.0,0.0,0.0,0.13,0.31,2.5,0.0,0.63,0.5,7.0,0.06,0.0,0.06,1.61,
MyCole Pruitt,TEN,TE,26,15,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.73,0.6,6.8,0.07,0.0,0.07,1.68,
Andy Jones,DET,WR,24,8,3,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.38,10.0,0.13,0.0,0.13,3.13,
Cameron Meredith,NOR,WR,26,6,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.67,1.5,19.0,0.17,0.17,0.17,4.07,
Jake Kumerow,GNB,WR,26,5,2,0.0,0.0,0.0,0.0,0.0,,0.0,2.2,1.6,20.6,0.2,0.0,0.2,4.86,
Deontay Burnett,NYJ,WR,21,5,1,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,28.6,0.0,0.0,0.0,4.86,
