PLAYER NAME,TEAM,POS,Age,G,GS,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,RecTD,FL,TD,PPR,VBD
Hale Hentges,WAS,TE,23,11,4,0.0,0.0,0.0,0.0,0.0,,0.0,1.27,0.73,9.36,0.09,0.0,0.09,2.21,
Robert Tonyan,GNB,TE,25,11,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.36,0.91,9.09,0.09,0.0,0.09,2.36,
Joshua Perkins,PHI,TE,26,5,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.6,1.8,17.4,0.2,0.0,0.2,4.74,
MyCole Pruitt,TEN,TE,27,16,10,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.38,5.63,0.06,0.0,0.06,1.31,
Wendell Smallwood,WAS,RB,25,15,0,0.0,0.0,0.0,1.47,5.4,3.68,0.0,0.87,0.6,4.27,0.0,0.0,0.0,1.57,
DeAndre Carter,HOU,WR,26,16,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.88,0.69,10.1,0.0,0.06,0.0,1.57,
Seth Devalve,JAX,TE,26,12,6,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.0,11.7,0.0,0.0,0.0,2.17,
Trey Edmunds,PIT,RB,25,11,0,0.0,0.0,0.0,2.0,8.36,4.18,0.0,0.64,0.55,4.36,0.0,0.0,0.0,1.82,
Virgil Green,LAC,TE,31,15,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.87,0.6,5.2,0.07,0.0,0.07,1.52,
Wes Hills,DET,RB,24,1,1,0.0,0.0,0.0,10.0,21.0,2.1,2.0,2.0,2.0,1.0,0.0,0.0,2.0,16.2,
Jesse James,DET,TE,25,16,11,0.0,0.0,0.0,0.0,0.0,,0.0,1.69,1.0,8.88,0.0,0.0,0.0,1.89,
Daniel Brown,NYJ,WR,27,16,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.69,0.44,4.5,0.06,0.0,0.06,1.26,
Keelan Doss,OAK,WR,23,8,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.75,1.38,16.6,0.0,0.0,0.0,3.04,
Rico Gafford,OAK,WR,23,4,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,16.5,0.25,0.0,0.25,3.65,
Mack Hollins,2TM,WR,26,16,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.44,0.63,7.81,0.0,0.0,0.0,1.41,
Jesper Horsted,CHI,TE,22,6,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.67,1.33,14.5,0.17,0.17,0.17,3.45,
Tyler Kroft,BUF,TE,27,11,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.27,0.55,6.45,0.09,0.0,0.09,1.74,
Ben Roethlisberger,PIT,QB,37,2,2,175.5,0.0,0.5,0.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,
Kerrith Whyte Jr,PIT,RB,23,6,0,0.0,0.0,0.0,4.0,20.3,5.08,0.0,0.17,0.17,1.5,0.0,0.0,0.0,2.35,
Ben Braunecker,CHI,TE,25,11,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.55,5.36,0.09,0.0,0.09,1.63,
Antonio Brown,NWE,WR,31,1,0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,8.0,4.0,56.0,1.0,0.0,1.0,16.1,
Deon Cain,2TM,WR,23,13,6,0.0,0.0,0.0,0.0,0.0,,0.0,1.54,0.69,9.54,0.0,0.0,0.0,1.65,
Rashard Higgins,CLE,WR,25,10,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.1,0.4,5.5,0.1,0.0,0.1,1.55,
Alec Ingold,OAK,RB,23,16,4,0.0,0.0,0.0,0.63,1.06,1.7,0.0,0.38,0.38,2.75,0.06,0.0,0.06,1.13,
Jamal Agnew,DET,WR,24,13,0,0.0,0.0,0.0,0.08,0.69,9.0,0.0,0.15,0.08,-0.15,0.0,0.08,0.15,0.9,
Javorius Allen,NYG,RB,28,10,0,0.0,0.0,0.0,1.0,3.6,3.6,0.1,0.2,0.1,0.9,0.0,0.0,0.1,1.15,
Stephen Carlson,CLE,TE,23,9,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.78,0.56,5.67,0.11,0.0,0.11,1.79,
Patrick Ricard,BAL,RB,25,16,7,0.0,0.0,0.0,0.0,0.0,,0.0,0.69,0.5,2.94,0.06,0.0,0.06,1.17,
Darren Sproles,PHI,RB,36,6,1,0.0,0.0,0.0,2.83,11.0,3.88,0.0,1.67,1.0,4.0,0.0,0.0,0.0,2.83,
Tommy Sweeney,BUF,TE,24,6,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.17,1.33,19.0,0.0,0.0,0.0,3.23,
Brandon Zylstra,CAR,WR,26,8,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.0,13.3,0.0,0.0,0.0,2.33,
Marcell Ateman,OAK,WR,25,11,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.91,0.45,10.5,0.0,0.09,0.0,1.33,
Braxton Berrios,NYJ,WR,24,16,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.81,0.38,7.19,0.0,0.06,0.0,0.97,
Troy Fumagalli,DEN,TE,24,11,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.82,0.55,3.45,0.09,0.0,0.09,1.44,
Deonte Harty,NOR,WR,22,14,1,0.0,0.0,0.0,0.29,2.21,7.75,0.0,0.43,0.43,1.71,0.0,0.07,0.07,1.11,
Andy Janovich,DEN,RB,26,7,3,0.0,0.0,0.0,0.14,0.14,1.0,0.14,0.71,0.71,6.0,0.0,0.0,0.14,2.19,
T.J. Jones,NYG,WR,27,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.33,1.0,12.7,0.33,0.0,0.33,4.27,
JJ Nelson,OAK,WR,27,2,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.5,2.0,18.0,0.5,0.0,0.5,6.8,
David Njoku,CLE,TE,23,4,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.5,1.25,10.3,0.25,0.0,0.25,3.77,
Danny Vitale,GNB,RB,26,15,4,0.0,0.0,0.0,0.07,0.2,3.0,0.0,0.8,0.47,6.47,0.0,0.0,0.0,1.13,
Derek Watt,LAC,RB,27,16,2,0.0,0.0,0.0,0.44,0.63,1.43,0.06,0.31,0.19,2.0,0.0,0.0,0.06,0.82,
Mo Alie-Cox,IND,TE,26,16,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.69,0.5,5.81,0.0,0.0,0.0,1.08,
Kenjon Barner,ATL,RB,30,14,0,0.21,0.0,0.0,0.29,2.0,7.0,0.0,0.57,0.43,1.57,0.0,0.07,0.07,1.08,
Christian Blake,ATL,WR,23,9,3,0.0,0.0,0.0,0.0,0.0,,0.0,2.67,1.22,10.1,0.0,0.0,0.0,2.23,
Antonio Callaway,CLE,WR,22,4,2,0.0,0.0,0.0,0.0,0.0,,0.0,3.75,2.0,22.3,0.0,0.0,0.0,4.22,
Luke Falk,NYJ,QB,25,3,2,138.7,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2.87,
Robert Foster,BUF,WR,25,13,2,0.0,0.0,0.0,0.15,2.23,14.5,0.0,1.38,0.23,4.92,0.0,0.0,0.0,0.95,
J.P. Holtz,2TM,TE,26,15,7,0.0,0.0,0.0,0.0,0.0,,0.0,0.53,0.47,6.07,0.0,0.0,0.0,1.07,
D'Ernest Johnson,CLE,RB,23,16,0,0.0,0.0,0.0,0.25,1.31,5.25,0.0,0.44,0.38,4.44,0.0,0.0,0.0,0.95,
Marshawn Lynch,SEA,RB,33,1,0,0.0,0.0,0.0,12.0,34.0,2.83,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.4,
Lee Smith,BUF,WR,32,16,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.31,0.25,1.94,0.06,0.0,0.06,0.82,
Alex Armah,CAR,RB,25,16,1,0.0,0.0,0.0,0.38,0.69,1.83,0.06,0.13,0.13,0.38,0.0,0.0,0.06,0.61,
Nick Bellore,SEA,RB,30,14,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.14,0.14,1.64,0.07,0.0,0.07,0.74,
Ventell Bryant,DAL,WR,23,12,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08,0.08,1.25,0.08,0.0,0.08,0.71,
Trey Burton,CHI,TE,28,8,5,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.75,10.5,0.0,0.0,0.0,2.8,
KhaDarel Hodge,CLE,WR,24,16,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.63,0.25,4.75,0.0,0.0,0.0,0.72,
Trent Sherfield,ARI,WR,23,16,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.81,0.25,5.0,0.0,0.0,0.0,0.75,
Damion Willis,CIN,WR,22,10,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.6,0.9,8.2,0.0,0.0,0.0,1.72,
Luke Willson,SEA,TE,29,8,7,0.0,0.0,0.0,0.0,0.0,,0.0,1.25,1.0,9.88,0.0,0.0,0.0,1.99,
Chad Beebe,MIN,WR,25,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.67,0.67,23.3,0.0,0.0,0.0,3.0,
Blake Bell,KAN,TE,28,15,7,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.53,4.47,0.0,0.0,0.0,0.98,
Devontae Booker,DEN,RB,27,16,0,0.0,0.0,0.0,0.13,0.56,4.5,0.0,0.56,0.38,3.56,0.0,0.0,0.0,0.79,
Tra Carson,2TM,RB,27,3,1,0.0,0.0,0.0,6.0,16.0,2.67,0.0,1.33,1.33,6.0,0.0,0.0,0.0,3.53,
Cethan Carter,CIN,TE,24,15,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.13,0.87,0.07,0.0,0.07,0.62,
Chris Hogan,CAR,WR,32,7,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.14,1.14,9.57,0.0,0.0,0.0,2.1,
Troymaine Pope,LAC,RB,26,14,0,0.0,0.0,0.0,0.71,1.43,2.0,0.0,0.21,0.14,1.0,0.07,0.07,0.07,0.67,
Riley Ridley,CHI,WR,23,5,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.4,1.2,13.8,0.0,0.0,0.0,2.58,
Adam Shaheen,CHI,RB,25,8,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.63,1.13,9.25,0.0,0.13,0.0,2.05,
Durham Smythe,MIA,TE,24,16,14,0.0,0.0,0.0,0.0,0.0,,0.0,0.88,0.44,4.06,0.0,0.0,0.0,0.84,
Geoff Swaim,JAX,TE,26,6,2,0.0,0.0,0.0,0.0,0.0,,0.0,2.83,2.17,10.8,0.0,0.0,0.0,3.25,
Spencer Ware,KAN,RB,28,3,1,0.0,0.0,0.0,5.67,17.0,3.0,0.0,2.33,1.67,7.33,0.0,0.0,0.0,4.1,
Dwayne Washington,NOR,RB,25,16,0,0.0,0.0,0.0,0.5,3.75,7.5,0.0,0.06,0.06,0.38,0.0,0.0,0.0,0.47,
Matt Barkley,BUF,QB,29,2,0,179.5,0.0,1.5,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,
Tyler Conklin,MIN,TE,24,15,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.67,0.53,3.87,0.0,0.0,0.0,0.92,
Brett Hundley,ARI,QB,26,3,0,16.3,0.0,0.0,2.33,13.7,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,
Tevin Jones,PIT,WR,27,5,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.8,12.2,0.0,0.0,0.0,2.02,
Chris Lacy,DET,WR,23,7,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.43,0.43,8.57,0.0,0.0,0.0,1.29,
Zach Line,NOR,RB,29,12,2,0.0,0.0,0.0,0.58,1.67,2.86,0.0,0.83,0.5,3.0,0.0,0.0,0.0,0.97,
Andre Patton,LAC,WR,25,13,5,0.0,0.0,0.0,0.0,0.0,,0.0,1.31,0.46,4.31,0.0,0.0,0.0,0.89,
Tyrod Taylor,LAC,QB,30,8,0,4.13,0.13,0.0,1.25,0.88,0.7,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.75,
Clive Walford,MIA,TE,28,7,3,0.0,0.0,0.0,0.0,0.57,,0.0,1.14,0.57,8.14,0.0,0.0,0.0,1.44,
Khari Blasingame,TEN,RB,23,6,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.83,0.67,9.0,0.0,0.0,0.0,1.57,
Deontay Burnett,PHI,WR,22,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,48.0,0.0,0.0,0.0,6.8,
Mike Davis,2TM,RB,26,12,1,0.0,0.0,0.0,1.08,2.25,2.08,0.0,0.67,0.58,1.83,0.0,0.0,0.0,0.99,
Patrick DiMarco,BUF,RB,30,16,4,0.0,0.0,0.0,0.19,0.44,2.33,0.0,0.44,0.31,2.56,0.0,0.0,0.0,0.61,
Jon Hilliman,NYG,RB,24,3,1,0.0,0.0,0.0,10.0,30.3,3.03,0.0,1.33,1.0,0.33,0.0,0.67,0.0,2.73,
Alexander Hollins,MIN,WR,23,5,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.8,0.4,9.2,0.0,0.0,0.0,1.32,
Taiwan Jones,HOU,RB,31,11,0,0.0,0.0,0.0,0.82,3.64,4.44,0.0,0.09,0.09,0.82,0.0,0.0,0.0,0.54,
Lance Kendricks,LAC,TE,31,12,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.58,0.25,4.17,0.0,0.0,0.0,0.67,
Devine Ozigbo,JAX,RB,23,10,0,0.0,0.0,0.0,0.9,2.7,3.0,0.0,0.5,0.3,2.3,0.0,0.0,0.0,0.8,
Elijhaa Penny,NYG,RB,26,16,1,0.0,0.0,0.0,0.94,2.44,2.6,0.0,0.25,0.13,0.56,0.0,0.0,0.0,0.42,
Luke Stocker,ATL,TE,31,15,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.93,0.53,3.53,0.0,0.0,0.0,0.89,
Trevon Wesco,NYJ,TE,24,16,1,0.0,0.0,0.0,0.06,0.13,2.0,0.0,0.19,0.13,2.94,0.0,0.0,0.0,0.43,
DeAndrew White,CAR,WR,28,10,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.9,0.4,5.1,0.0,0.0,0.0,0.91,
Cedrick Wilson Jr.,DAL,WR,24,6,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.33,0.83,7.67,0.0,0.0,0.0,1.6,
Deon Yelder,KAN,TE,24,9,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.44,0.33,5.56,0.0,0.0,0.0,0.89,
C.J. Anderson,DET,RB,28,2,0,0.0,0.0,0.0,8.0,21.5,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,
Geremy Davis,LAC,WR,27,7,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.43,0.43,5.43,0.0,0.0,0.0,0.97,
Mike Glennon,OAK,QB,30,2,0,28.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.1,
Colt McCoy,WAS,QB,33,1,1,122.0,0.0,1.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,
Steven Mitchell,HOU,WR,25,3,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.67,12.3,0.0,0.0,0.0,1.9,
Jason Moore,LAC,WR,24,10,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.2,4.3,0.0,0.0,0.0,0.63,
Paul Perkins,DET,RB,25,4,0,0.0,0.0,0.0,3.0,7.25,2.42,0.0,0.25,0.25,2.25,0.0,0.0,0.0,1.2,
Jay Ajayi,PHI,RB,26,3,0,0.0,0.0,0.0,3.33,10.0,3.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,
Travis Benjamin,LAC,WR,30,5,2,0.0,0.0,0.0,0.0,0.0,,0.0,3.2,1.2,6.0,0.0,0.0,0.0,1.8,
C.J. Board,JAX,WR,26,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.5,7.75,0.0,0.0,0.0,1.27,
Pharaoh Brown,CLE,TE,25,9,6,0.0,0.0,0.0,0.0,0.0,,0.0,0.33,0.22,3.0,0.0,0.0,0.0,0.52,
Cody Core,NYG,WR,25,16,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.31,0.19,1.75,0.0,0.0,0.0,0.36,
Dalyn Dawkins,TEN,RB,25,2,0,0.0,0.0,0.0,5.5,13.0,2.36,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3,
Devin Funchess,IND,WR,25,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,32.0,0.0,0.0,0.0,6.2,
Johnny Holton,PIT,WR,29,16,3,0.0,0.0,0.0,0.06,0.56,9.0,0.0,0.94,0.19,1.31,0.0,0.0,0.0,0.38,
Tanner Hudson,TAM,TE,25,9,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.56,0.22,2.89,0.0,0.0,0.0,0.51,
Ishmael Hyman,TAM,WR,24,2,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,17.0,0.0,0.0,0.0,2.7,
Jordan Matthews,2TM,WR,27,3,1,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.33,11.0,0.0,0.0,0.0,2.43,
Codey McElroy,TAM,WR,27,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,30.0,0.0,0.0,0.0,4.0,
Johnny Mundt,LAR,TE,25,13,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.54,0.31,2.0,0.0,0.0,0.0,0.51,
Andre Roberts,BUF,WR,31,13,0,0.0,0.0,0.0,0.08,0.54,7.0,0.0,0.54,0.23,1.54,0.0,0.0,0.0,0.44,
Drew Sample,CIN,TE,23,9,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.67,0.56,3.33,0.0,0.0,0.0,0.89,
Da'Mari Scott,NYG,WR,24,5,2,0.0,0.0,0.0,0.2,1.0,5.0,0.0,0.6,0.4,4.4,0.0,0.0,0.0,0.94,
Russell Shepard,NYG,WR,29,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.67,1.0,8.33,0.0,0.0,0.0,1.83,
Anthony Sherman,KAN,RB,31,16,0,0.0,0.0,0.0,0.25,0.56,2.25,0.0,0.19,0.13,1.38,0.0,0.0,0.0,0.32,
Cam Sims,WAS,WR,23,7,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.43,0.29,3.86,0.0,0.0,0.0,0.67,
Ryan Switzer,PIT,WR,25,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.22,0.89,3.0,0.0,0.0,0.0,1.19,
Ross Travis,IND,TE,26,3,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.33,17.0,0.0,0.33,0.0,2.37,
Nick Bawden,DET,RB,23,10,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.6,0.4,1.7,0.0,0.0,0.0,0.57,
Josh Bellamy,NYJ,WR,30,7,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.43,0.29,2.86,0.0,0.0,0.0,0.57,
Fred Brown,DEN,WR,26,13,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.23,0.15,1.62,0.0,0.0,0.0,0.32,
Michael Crabtree,ARI,WR,32,2,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.5,2.0,11.0,0.0,0.0,0.0,3.1,
Rashard Davis,TEN,WR,24,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,16.0,0.0,0.0,0.0,2.6,
Robert Davis,2TM,WR,24,6,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.83,0.33,2.83,0.0,0.0,0.0,0.62,
Ashton Dulin,IND,WR,22,13,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.15,0.15,1.31,0.0,0.0,0.0,0.28,
Tyler Ervin,2TM,RB,26,10,0,0.0,0.0,0.0,0.1,1.0,10.0,0.0,0.4,0.2,1.1,0.0,0.0,0.0,0.41,
Darius Jennings,TEN,WR,27,8,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.63,0.25,2.13,0.0,0.0,0.0,0.46,
Marqise Lee,JAX,WR,28,6,1,0.0,0.0,0.0,0.17,0.17,1.0,0.0,0.67,0.5,3.0,0.0,0.0,0.0,0.82,
T.J. Logan,TAM,RB,25,12,0,0.0,0.0,0.0,0.25,0.83,3.33,0.0,0.25,0.17,1.08,0.0,0.0,0.0,0.36,
Donte Moncrief,2TM,WR,26,8,2,0.0,0.0,0.0,0.0,0.0,,0.0,1.88,0.5,2.25,0.0,0.0,0.0,0.72,
Chris Moore,BAL,WR,26,14,1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.36,0.21,1.5,0.0,0.0,0.0,0.36,
Stanley Morgan Jr.,CIN,WR,23,11,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.91,0.27,1.64,0.0,0.0,0.0,0.44,
Josh Oliver,JAX,TE,22,4,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,0.75,3.75,0.0,0.0,0.0,1.13,
Samaje Perine,2TM,RB,24,7,0,0.0,0.0,0.0,0.71,2.29,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,
Eric Saubert,CHI,TE,25,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.0,10.5,0.0,0.0,0.0,2.05,
Keith Smith,ATL,RB,27,16,5,0.0,0.0,0.0,0.31,0.5,1.6,0.0,0.19,0.06,0.81,0.0,0.0,0.0,0.19,
Diontae Spencer,DEN,WR,27,16,2,0.0,0.0,0.0,0.19,0.38,2.0,0.0,0.5,0.38,1.94,0.0,0.06,0.0,0.48,
Bobo Wilson,TAM,WR,24,6,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.83,0.5,5.83,0.0,0.17,0.0,0.75,
Zach Zenner,3TM,RB,28,5,0,0.0,0.0,0.0,0.6,-0.4,-0.67,0.0,0.6,0.4,3.8,0.0,0.0,0.0,0.74,
Josh Adams,NYJ,RB,23,3,0,0.0,0.0,0.0,2.67,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,
Antony Auclair,TAM,TE,26,8,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.38,0.13,1.38,0.0,0.0,0.0,0.26,
Tony Brooks-James,PIT,RB,25,3,0,0.0,0.0,0.0,2.67,2.33,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,
Austin Carr,NOR,WR,26,6,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.67,0.17,1.5,0.0,0.0,0.0,0.32,
Sean Culkin,LAC,TE,26,4,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.25,3.0,0.0,0.0,0.0,0.55,
Josh Ferguson,WAS,RB,26,2,0,0.0,0.0,0.0,1.5,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,
Ryan Grant,OAK,WR,29,2,1,0.0,0.0,0.0,0.0,0.0,,0.0,4.5,2.0,7.0,0.0,0.0,0.0,2.7,
Will Grier,CAR,QB,24,2,2,114.0,0.0,2.0,3.5,11.0,3.14,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.65,
Ryan Griffin,TAM,QB,30,2,0,9.0,0.0,0.0,2.0,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,
Damien Harris,NWE,RB,22,2,0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,
Dwayne Harris,OAK,WR,32,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.33,0.33,2.33,0.0,0.0,0.0,0.57,
Chris Herndon,NYJ,TE,23,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,7.0,0.0,0.0,0.0,1.7,
Cody Hollister,TEN,WR,26,5,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.4,2.6,0.0,0.0,0.0,0.66,
Buddy Howell,HOU,RB,23,16,0,0.0,0.0,0.0,0.31,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,
Jakob Johnson,NWE,RB,25,4,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.25,1.25,0.0,0.0,0.0,0.38,
Charles Jones,JAX,TE,23,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.25,1.25,0.0,0.0,0.0,0.38,
John Kelly,LAR,RB,23,4,0,0.0,0.0,0.0,0.75,2.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,
Ben Koyack,JAX,TE,26,11,6,0.0,0.0,0.0,0.0,0.0,,0.0,0.27,0.09,0.82,0.0,0.0,0.0,0.17,
Chris Manhertz,CAR,TE,27,15,6,0.0,0.0,0.0,0.0,0.0,,0.0,0.07,0.07,0.73,0.0,0.0,0.0,0.14,
Josh McCown,PHI,QB,40,3,0,8.0,0.0,0.0,0.67,-0.67,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,
Ryan Nall,CHI,RB,24,8,0,0.0,0.0,0.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,
Isaac Nauta,DET,TE,22,6,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.33,2.17,0.0,0.0,0.0,0.55,
Gunner Olszewski,NWE,WR,23,8,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.25,4.25,0.0,0.13,0.0,0.42,
Ricky Ortiz,NOR,RB,25,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.8,
Jordan Scarlett,CAR,RB,23,9,0,0.0,0.0,0.0,0.44,1.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,
Dalton Schultz,DAL,TE,23,16,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.13,0.06,0.38,0.0,0.0,0.0,0.1,
Jaleel Scott,BAL,WR,24,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.53,
Scott Simonson,NYG,TE,27,5,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.4,2.2,0.0,0.0,0.0,0.62,
Jeff Smith,NYJ,WR,22,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,12.0,0.0,0.0,0.0,2.2,
Tyrone Swoopes,SEA,TE,25,5,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.3,
De'Anthony Thomas,2TM,WR,26,14,0,0.0,0.0,0.0,0.14,0.36,2.5,0.0,0.14,0.07,0.43,0.0,0.0,0.0,0.15,
Jordan Thomas,HOU,TE,23,5,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.6,0.2,1.6,0.0,0.0,0.0,0.36,
Mike Thomas,LAR,WR,25,16,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.31,0.13,0.88,0.0,0.0,0.0,0.21,
Levine Toilolo,SFO,TE,28,13,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.15,0.15,0.77,0.0,0.0,0.0,0.23,
De'Lance Turner,MIA,RB,24,8,0,0.0,0.0,0.0,0.5,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,
John Ursua,SEA,WR,25,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.33,0.33,3.67,0.0,0.0,0.0,0.7,
