PLAYER NAME,TEAM,POS,Age,G,GS,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,RecTD,FL,TD,PPR,VBD
Ryan Tannehill,TEN,QB,33,17,17,219.6,1.24,0.82,3.24,15.9,4.91,0.41,0.0,0.0,0.0,0.0,0.24,0.41,15.8,
Carson Wentz,IND,QB,29,17,17,209.6,1.59,0.41,3.35,12.6,3.77,0.06,0.0,0.0,0.0,0.0,0.29,0.06,15.2,
Derek Carr,LVR,QB,30,17,17,282.6,1.35,0.82,2.35,6.35,2.7,0.0,0.0,0.0,0.0,0.0,0.29,0.0,15.1,
Russell Wilson,SEA,QB,33,14,14,222.4,1.79,0.43,3.07,13.1,4.26,0.14,0.0,0.0,0.0,0.0,0.07,0.14,17.3,
Lamar Jackson,BAL,QB,24,12,12,240.2,1.33,1.08,11.1,63.9,5.77,0.17,0.0,0.0,0.0,0.0,0.25,0.17,20.0,
Jimmy Garoppolo,SFO,QB,30,15,15,254.0,1.33,0.8,2.53,3.4,1.34,0.2,0.0,0.0,0.0,0.0,0.2,0.2,15.2,
Mac Jones,NWE,QB,23,17,17,223.6,1.29,0.76,2.59,7.59,2.93,0.0,0.0,0.0,0.0,0.0,0.18,0.0,13.2,
Matt Ryan,ATL,QB,36,17,17,233.4,1.18,0.71,2.35,4.82,2.05,0.06,0.0,0.0,0.0,0.0,0.24,0.06,13.1,
Taylor Heinicke,WAS,QB,28,16,15,213.7,1.25,0.94,3.75,19.6,5.22,0.06,0.06,0.06,-0.13,0.0,0.13,0.06,13.9,
Ben Roethlisberger,PIT,QB,39,16,16,233.8,1.38,0.63,1.25,0.31,0.25,0.06,0.0,0.0,0.0,0.0,0.31,0.06,13.6,
Teddy Bridgewater,DEN,QB,29,14,14,218.0,1.29,0.5,2.14,7.57,3.53,0.14,0.0,0.0,0.0,0.0,0.07,0.14,14.5,
Trevor Lawrence,JAX,QB,22,17,17,214.2,0.71,1.0,4.29,19.6,4.58,0.12,0.0,0.0,0.0,0.0,0.29,0.12,11.7,
Jared Goff,DET,QB,27,14,14,231.8,1.36,0.57,1.21,6.21,5.12,0.0,0.0,0.0,0.0,0.0,0.43,0.0,13.9,
Baker Mayfield,CLE,QB,26,14,14,215.0,1.21,0.93,2.64,9.57,3.62,0.07,0.0,0.0,0.79,0.0,0.21,0.07,12.9,
Tua Tagovailoa,MIA,QB,23,13,12,204.1,1.23,0.77,3.23,9.85,3.05,0.23,0.0,0.0,0.0,0.0,0.08,0.23,13.9,
Daniel Jones,NYG,QB,24,11,11,220.7,0.91,0.64,5.64,27.1,4.81,0.18,0.09,0.09,1.45,0.0,0.27,0.18,15.2,
Sam Darnold,CAR,QB,24,12,11,210.6,0.75,1.08,4.0,18.5,4.63,0.42,0.0,0.0,0.0,0.0,0.33,0.42,13.1,
Davis Mills,HOU,QB,23,13,11,204.9,1.23,0.77,1.38,3.38,2.44,0.0,0.0,0.0,0.0,0.0,0.08,0.0,12.1,
Zach Wilson,NYJ,QB,22,13,13,179.5,0.69,0.85,2.23,14.2,6.38,0.31,0.08,0.0,0.0,0.0,0.08,0.31,11.7,
James Robinson,JAX,RB,23,14,13,0.0,0.0,0.0,11.7,54.8,4.68,0.57,3.29,2.21,15.9,0.0,0.14,0.57,12.4,
Darrell Henderson,LAR,RB,24,12,10,0.0,0.0,0.0,12.4,57.3,4.62,0.42,3.33,2.42,14.7,0.25,0.0,0.67,13.6,
Justin Fields,CHI,QB,22,12,10,155.8,0.58,0.83,6.0,35.0,5.83,0.17,0.0,0.0,0.0,0.0,0.42,0.17,10.6,
Myles Gaskin,MIA,RB,24,17,10,0.0,0.0,0.0,10.2,36.0,3.54,0.18,3.71,2.88,13.8,0.24,0.06,0.41,10.2,
Sony Michel,LAR,RB,26,17,7,0.0,0.0,0.0,12.2,49.7,4.06,0.24,1.94,1.24,7.53,0.06,0.06,0.29,8.61,
Tony Pollard,DAL,RB,24,15,0,0.0,0.0,0.0,8.67,47.9,5.53,0.13,3.07,2.6,22.5,0.0,0.0,0.2,10.8,
DeVonta Smith,PHI,WR,23,17,16,0.0,0.0,0.0,0.0,0.0,,0.0,6.12,3.76,53.9,0.29,0.06,0.29,10.9,
A.J. Brown,TEN,WR,24,13,13,0.0,0.0,0.0,0.15,0.77,5.0,0.0,8.08,4.85,66.8,0.38,0.0,0.38,13.9,
Michael Carter,NYJ,RB,22,14,11,0.0,0.0,0.0,10.5,45.6,4.35,0.29,3.93,2.57,23.2,0.0,0.07,0.29,11.0,
Taysom Hill,NOR,QB,31,12,9,81.5,0.33,0.42,5.83,31.2,5.34,0.42,0.5,0.33,4.33,0.0,0.0,0.42,10.1,
Van Jefferson,LAR,WR,25,17,17,0.0,0.0,0.0,0.12,1.18,10.0,0.0,5.24,2.94,47.2,0.35,0.0,0.35,9.89,
Tyler Boyd,CIN,WR,27,16,10,2.88,0.0,0.0,0.13,1.38,11.0,0.0,5.88,4.19,51.8,0.31,0.0,0.31,11.5,
Jameis Winston,NOR,QB,27,7,7,167.1,2.0,0.43,4.57,23.7,5.19,0.14,0.0,0.0,0.0,0.0,0.14,0.14,16.8,
Rashaad Penny,SEA,RB,25,10,6,0.0,0.0,0.0,11.9,74.9,6.29,0.6,0.8,0.6,4.8,0.0,0.0,0.6,12.2,
Brandon Aiyuk,SFO,WR,23,17,16,0.0,0.0,0.0,0.29,1.0,3.4,0.0,4.94,3.29,48.6,0.29,0.06,0.29,10.0,
Devonta Freeman,BAL,RB,29,16,8,0.0,0.0,0.0,8.31,36.0,4.33,0.31,2.63,2.13,11.9,0.06,0.0,0.38,9.16,
Chuba Hubbard,CAR,RB,22,17,10,0.0,0.0,0.0,10.1,36.0,3.56,0.29,2.18,1.47,10.2,0.06,0.06,0.35,8.09,
K.J. Osborn,MIN,WR,24,17,9,0.0,0.0,0.0,0.06,0.59,10.0,0.0,4.82,2.94,38.5,0.41,0.0,0.41,9.32,
Saquon Barkley,NYG,RB,24,13,13,0.0,0.0,0.0,12.5,45.6,3.66,0.15,4.38,3.15,20.2,0.15,0.08,0.31,11.4,
Chase Claypool,PIT,WR,23,15,13,0.0,0.0,0.0,0.93,6.4,6.86,0.0,7.0,3.93,57.3,0.13,0.0,0.13,11.1,
Marvin Jones,JAX,WR,31,17,16,0.0,0.0,0.0,0.0,0.0,,0.0,7.06,4.29,48.9,0.24,0.0,0.24,10.6,
Marquez Callaway,NOR,WR,23,17,11,0.0,0.0,0.0,0.0,0.0,,0.0,4.94,2.71,41.1,0.35,0.0,0.35,8.93,
DeAndre Hopkins,ARI,WR,29,10,10,0.0,0.0,0.0,0.0,0.0,,0.0,6.4,4.2,57.2,0.8,0.0,0.8,14.7,
Devontae Booker,NYG,RB,29,16,4,0.0,0.0,0.0,9.06,37.1,4.09,0.13,2.81,2.5,16.8,0.06,0.0,0.19,9.01,
A.J. Green,ARI,WR,33,16,9,0.0,0.0,0.0,0.0,0.0,,0.0,5.75,3.38,53.0,0.19,0.0,0.19,9.8,
Allen Lazard,GNB,WR,26,15,13,0.0,0.0,0.0,0.2,2.13,10.67,0.0,4.0,2.67,34.2,0.53,0.0,0.53,9.5,
Jakobi Meyers,NWE,WR,25,17,16,2.65,0.0,0.0,0.06,0.53,9.0,0.0,7.41,4.88,50.9,0.12,0.06,0.12,11.0,
Tim Patrick,DEN,WR,28,16,16,0.0,0.0,0.0,0.0,0.0,,0.0,5.31,3.31,45.9,0.31,0.0,0.31,9.78,
Cedrick Wilson Jr.,DAL,WR,26,16,4,5.5,0.0,0.0,0.13,0.69,5.5,0.0,3.81,2.81,37.6,0.38,0.0,0.38,9.24,
Rhamondre Stevenson,NWE,RB,23,12,2,0.0,0.0,0.0,11.1,50.5,4.56,0.42,1.5,1.17,10.3,0.0,0.08,0.42,9.58,
Chase Edmonds,ARI,RB,25,12,11,0.0,0.0,0.0,9.67,49.3,5.1,0.17,4.42,3.58,25.9,0.0,0.08,0.17,11.9,
Clyde Edwards-Helaire,KAN,RB,22,10,10,0.0,0.0,0.0,11.9,51.7,4.34,0.4,2.3,1.9,12.9,0.2,0.2,0.6,11.8,
Russell Gage,ATL,WR,25,14,9,0.0,0.0,0.0,0.0,0.0,,0.0,6.71,4.71,55.0,0.29,0.14,0.29,11.6,
Elijah Moore,NYJ,WR,21,11,6,0.0,0.0,0.0,0.45,4.91,10.8,0.09,7.0,3.91,48.9,0.45,0.0,0.55,12.6,
Mike Davis,ATL,RB,28,17,8,0.0,0.0,0.0,8.12,29.6,3.64,0.18,3.41,2.59,15.2,0.06,0.18,0.24,8.13,
Alexander Mattison,MIN,RB,23,16,4,0.0,0.0,0.0,8.38,30.7,3.66,0.19,2.44,2.0,14.3,0.06,0.06,0.25,7.87,
Latavius Murray,BAL,RB,31,14,6,0.0,0.0,0.0,8.5,35.8,4.21,0.43,0.93,0.71,5.36,0.0,0.0,0.43,7.4,
Jamaal Williams,DET,RB,26,13,11,0.0,0.0,0.0,11.8,46.2,3.93,0.23,2.15,2.0,12.1,0.0,0.0,0.23,9.22,
Pat Freiermuth,PIT,TE,23,16,9,0.0,0.0,0.0,0.0,0.0,,0.0,4.94,3.75,31.1,0.44,0.06,0.44,9.48,
Courtland Sutton,DEN,WR,26,17,16,0.94,0.0,0.0,0.0,0.0,,0.0,5.76,3.41,45.6,0.12,0.0,0.12,8.84,
Robert Woods,LAR,WR,29,9,9,0.0,0.0,0.0,0.89,5.11,5.75,0.11,7.67,5.0,61.8,0.44,0.0,0.56,15.2,
Gabriel Davis,BUF,WR,22,16,4,0.0,0.0,0.0,0.0,0.0,,0.0,3.94,2.19,34.3,0.38,0.0,0.38,7.87,
Noah Fant,DEN,TE,24,16,16,0.0,0.0,0.0,0.0,0.0,,0.0,5.63,4.25,41.9,0.25,0.0,0.25,9.94,
Christian McCaffrey,CAR,RB,25,7,7,0.0,0.0,0.0,14.1,63.1,4.46,0.14,5.86,5.29,49.0,0.14,0.0,0.29,18.2,
Miles Sanders,PHI,RB,24,12,12,0.0,0.0,0.0,11.4,62.8,5.5,0.0,2.83,2.17,13.2,0.0,0.08,0.0,9.77,
Kenneth Gainwell,PHI,RB,22,16,1,0.0,0.0,0.0,4.25,18.2,4.28,0.31,3.13,2.06,15.8,0.06,0.06,0.38,7.71,
Emmanuel Sanders,BUF,WR,34,14,13,0.0,0.0,0.0,0.14,2.21,15.5,0.0,5.14,3.0,44.7,0.29,0.0,0.29,9.41,
Trevor Siemian,NOR,QB,30,6,4,192.3,1.83,0.5,1.5,3.33,2.22,0.17,0.0,0.0,0.0,0.0,0.17,0.17,15.0,
Kareem Hunt,CLE,RB,26,8,1,0.0,0.0,0.0,9.75,48.3,4.95,0.63,3.38,2.75,21.8,0.0,0.0,0.63,13.8,
Robbie Anderson,CAR,WR,28,17,16,0.0,0.0,0.0,0.18,2.12,12.0,0.0,6.47,3.12,30.5,0.29,0.0,0.29,8.15,
Tyler Higbee,LAR,TE,28,15,15,0.0,0.0,0.0,0.0,0.0,,0.0,5.67,4.07,37.3,0.33,0.0,0.33,9.8,
Cam Newton,CAR,QB,32,8,5,85.5,0.5,0.63,5.88,28.8,4.89,0.63,0.0,0.0,0.0,0.0,0.13,0.63,10.8,
Boston Scott,PHI,RB,26,16,4,0.0,0.0,0.0,5.44,23.3,4.29,0.44,1.0,0.81,5.19,0.0,0.06,0.44,6.16,
Odell Beckham Jr.,2TM,WR,29,14,13,0.0,0.0,0.0,0.14,1.0,7.0,0.0,5.86,3.14,38.4,0.36,0.0,0.36,9.22,
D'Onta Foreman,TEN,RB,25,9,3,0.0,0.0,0.0,14.8,62.9,4.26,0.33,1.22,1.0,13.7,0.0,0.11,0.33,10.4,
D'Ernest Johnson,CLE,RB,25,17,2,0.0,0.0,0.0,5.88,31.4,5.34,0.18,1.47,1.12,8.06,0.0,0.0,0.18,6.12,
J.D. McKissic,WAS,RB,28,11,3,0.0,0.0,0.0,4.36,19.3,4.42,0.18,4.82,3.91,36.1,0.18,0.0,0.36,11.6,
Byron Pringle,KAN,WR,28,17,5,0.0,0.0,0.0,0.0,0.0,,0.0,3.53,2.47,33.4,0.29,0.06,0.29,7.46,
Jared Cook,LAC,TE,34,16,10,0.0,0.0,0.0,0.0,0.0,,0.0,5.19,3.0,35.3,0.25,0.0,0.25,8.28,
Andy Dalton,CHI,QB,34,8,6,189.4,1.0,1.13,2.0,9.5,4.75,0.0,0.0,0.0,0.0,0.0,0.13,0.0,10.5,
T.J. Hockenson,DET,TE,24,12,12,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,5.08,48.6,0.33,0.0,0.33,12.1,
Kalif Raymond,DET,WR,27,16,14,0.0,0.0,0.0,0.25,1.75,7.0,0.0,4.44,3.0,36.0,0.25,0.0,0.25,8.28,
Brandon Bolden,NWE,RB,31,17,1,0.0,0.0,0.0,2.59,13.3,5.14,0.06,2.88,2.41,23.8,0.12,0.0,0.18,7.3,
Tyler Huntley,BAL,QB,23,7,4,154.4,0.43,0.57,6.71,42.0,6.26,0.29,0.0,0.0,0.0,0.0,0.43,0.29,11.8,
Ty Johnson,NYJ,RB,24,16,3,0.0,0.0,0.0,3.81,14.9,3.9,0.13,3.44,2.13,23.3,0.13,0.06,0.25,7.31,
Mecole Hardman,KAN,WR,23,17,8,0.0,0.0,0.0,0.47,2.71,5.75,0.0,4.88,3.47,40.8,0.12,0.12,0.12,8.29,
Mark Ingram,2TM,RB,32,14,10,0.0,0.0,0.0,11.4,39.6,3.46,0.14,2.5,1.93,11.6,0.0,0.07,0.14,7.76,
Zack Moss,BUF,RB,24,13,0,0.0,0.0,0.0,7.38,26.5,3.59,0.31,2.46,1.77,15.2,0.08,0.08,0.38,8.09,
Tyrod Taylor,HOU,QB,32,6,6,161.0,0.83,0.83,3.17,25.2,7.95,0.5,0.0,0.0,0.0,0.0,0.0,0.5,13.6,
Jarvis Landry,CLE,WR,29,12,12,0.0,0.0,0.0,0.5,3.33,6.67,0.17,7.25,4.33,47.5,0.17,0.17,0.33,11.1,
Antonio Brown,TAM,WR,33,7,3,0.0,0.0,0.0,0.14,0.86,6.0,0.0,8.86,6.0,77.9,0.57,0.0,0.57,17.3,
Rex Burkhead,HOU,RB,31,16,5,0.0,0.0,0.0,7.63,26.7,3.5,0.19,2.0,1.56,11.6,0.0,0.0,0.19,6.52,
C.J. Uzomah,CIN,TE,28,16,16,0.0,0.0,0.0,0.0,0.0,,0.0,3.94,3.06,30.8,0.31,0.0,0.31,8.02,
Darren Waller,LVR,TE,29,11,11,0.0,0.0,0.0,0.0,0.0,,0.0,8.45,5.0,60.5,0.18,0.0,0.18,12.1,
Cole Beasley,BUF,WR,32,16,8,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,5.13,43.3,0.06,0.0,0.06,9.96,
Tyler Conklin,MIN,TE,26,17,15,0.0,0.0,0.0,0.0,0.0,,0.0,5.12,3.59,34.9,0.18,0.0,0.18,8.14,
Deonte Harty,NOR,WR,24,13,1,0.0,0.0,0.0,0.38,3.15,8.2,0.0,4.54,2.77,43.8,0.23,0.08,0.23,8.7,
Donovan Peoples-Jones,CLE,WR,22,14,9,0.0,0.0,0.0,0.0,0.0,,0.0,4.14,2.43,42.6,0.21,0.07,0.21,7.84,
