PLAYER NAME,TEAM,POS,Age,G,GS,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,RecTD,FL,TD,PPR,VBD
Gabriel Davis,BUF,WR,23,15,15,0.0,0.0,0.0,0.0,0.0,,0.0,6.2,3.2,55.7,0.47,0.07,0.47,11.4,0.6
Christian Watson,GNB,WR,23,14,11,0.0,0.0,0.0,0.5,5.71,11.43,0.14,4.71,2.93,43.6,0.5,0.0,0.64,11.7,0.57
Juwan Johnson,NOR,TE,26,16,12,0.0,0.0,0.0,0.0,0.0,,0.0,4.06,2.63,31.8,0.44,0.0,0.44,8.43,0.44
Justin Herbert,LAC,QB,24,17,17,278.8,1.47,0.59,3.18,8.65,2.72,0.0,0.12,0.12,-0.59,0.0,0.18,0.0,16.5,0.41
Chris Godwin,TAM,WR,26,15,13,0.0,0.0,0.0,0.2,0.33,1.67,0.0,9.47,6.93,68.2,0.2,0.13,0.2,14.9,0.27
David Montgomery,CHI,RB,25,16,16,0.0,0.0,0.0,12.6,50.1,3.99,0.31,2.5,2.13,19.8,0.06,0.13,0.38,11.1,0.19
Tyler Allgeier,ATL,RB,22,16,7,0.0,0.0,0.0,13.1,64.7,4.93,0.19,1.06,1.0,8.69,0.06,0.0,0.25,9.96,0.19
Michael Pittman Jr.,IND,WR,25,16,16,0.0,0.0,0.0,0.19,1.88,10.0,0.0,8.81,6.19,57.8,0.25,0.06,0.25,13.5,0.19
D'Andre Swift,DET,RB,23,14,8,0.0,0.0,0.0,7.07,38.7,5.47,0.36,5.0,3.43,27.8,0.21,0.0,0.57,13.7,0.21
Dawson Knox,BUF,TE,26,15,15,0.0,0.0,0.0,0.0,0.0,,0.0,4.33,3.2,34.5,0.4,0.0,0.4,9.05,0.13
Zay Jones,JAX,WR,27,16,15,0.0,0.0,0.0,0.25,1.13,4.5,0.0,7.56,5.13,51.4,0.31,0.0,0.31,12.4,0.13
Dallas Goedert,PHI,TE,27,12,12,0.0,0.0,0.0,0.0,0.0,,0.0,5.75,4.58,58.5,0.25,0.08,0.25,11.8,0.08
Dalton Schultz,DAL,TE,26,15,15,0.0,0.0,0.0,0.0,0.0,,0.0,5.93,3.8,38.5,0.33,0.07,0.33,9.51,
Allen Lazard,GNB,WR,27,15,15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6.67,4.0,52.5,0.4,0.0,0.4,11.7,
Tory Carter,TEN,,23,9,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Alex Armah,WAS,,28,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pat Freiermuth,PIT,TE,24,16,8,0.0,0.0,0.0,0.0,0.0,,0.0,6.13,3.94,45.8,0.13,0.0,0.13,9.26,
Jerick McKinnon,KAN,RB,30,17,0,0.0,0.0,0.0,4.24,17.1,4.04,0.06,4.18,3.29,30.1,0.53,0.06,0.59,11.5,
Tom Brady,TAM,QB,45,17,17,276.1,1.47,0.53,1.71,-0.06,-0.03,0.06,0.06,0.0,0.0,0.0,0.24,0.06,16.0,
Aaron Rodgers,GNB,QB,39,17,17,217.4,1.53,0.71,2.0,5.53,2.76,0.06,0.0,0.0,0.0,0.0,0.24,0.06,14.1,
Lamar Jackson,BAL,QB,25,12,12,186.8,1.42,0.58,9.33,63.7,6.82,0.25,0.0,0.0,0.0,0.0,0.17,0.25,19.7,
Tua Tagovailoa,MIA,QB,24,13,13,272.9,1.92,0.62,1.77,5.38,3.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,17.8,
Russell Wilson,DEN,QB,34,15,15,234.9,1.07,0.73,3.67,18.5,5.04,0.2,0.07,0.07,0.07,0.0,0.13,0.2,15.1,
Derek Carr,LVR,QB,31,15,15,234.8,1.6,0.93,1.6,6.8,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,
Kyler Murray,ARI,QB,25,11,11,215.3,1.27,0.64,6.09,38.0,6.24,0.27,0.0,0.0,0.0,0.0,0.18,0.27,18.2,
Dak Prescott,DAL,QB,29,12,12,238.3,1.92,1.25,3.75,15.2,4.04,0.08,0.0,0.0,0.0,0.0,0.08,0.08,16.6,
Marcus Mariota,ATL,QB,29,13,13,170.7,1.15,0.69,6.54,33.7,5.15,0.31,0.0,0.0,0.0,0.0,0.23,0.31,15.1,
Davis Mills,HOU,QB,24,15,15,207.9,1.13,1.0,2.13,7.2,3.38,0.13,0.0,0.0,0.0,0.0,0.2,0.13,12.1,
Andy Dalton,NOR,QB,35,14,14,205.1,1.29,0.64,2.14,3.86,1.8,0.0,0.0,0.0,0.0,0.0,0.07,0.0,12.4,
Mac Jones,NWE,QB,24,14,14,214.1,1.0,0.79,3.36,7.29,2.17,0.07,0.0,0.0,0.0,0.0,0.07,0.07,12.2,
Jacoby Brissett,CLE,QB,30,16,11,163.0,0.75,0.38,3.06,15.2,4.96,0.13,0.0,0.0,0.0,0.0,0.25,0.13,10.5,
Jimmy Garoppolo,SFO,QB,31,11,10,221.5,1.45,0.36,2.09,3.0,1.43,0.18,0.0,0.0,0.0,0.0,0.18,0.18,15.0,
Ryan Tannehill,TEN,QB,34,12,12,211.3,1.08,0.5,2.83,8.17,2.88,0.17,0.0,0.0,0.0,0.0,0.17,0.17,13.4,
Matt Ryan,IND,QB,37,12,12,254.8,1.17,1.08,2.25,5.83,2.59,0.08,0.0,0.0,0.0,0.0,0.42,0.08,12.9,
Kenny Pickett,PIT,QB,24,13,12,184.9,0.54,0.69,4.23,18.2,4.31,0.23,0.0,0.0,0.0,0.0,0.08,0.23,11.5,
AJ Dillon,GNB,RB,24,17,3,0.0,0.0,0.0,10.9,45.3,4.14,0.41,2.53,1.65,12.1,0.0,0.0,0.41,9.86,
Devin Singletary,BUF,RB,25,16,16,0.0,0.0,0.0,11.1,51.2,4.63,0.31,3.25,2.38,17.5,0.06,0.19,0.38,11.1,
Raheem Mostert,MIA,RB,30,16,14,0.0,0.0,0.0,11.3,55.7,4.92,0.19,2.63,1.94,12.6,0.13,0.06,0.31,10.5,
Jeff Wilson,2TM,RB,27,16,7,0.0,0.0,0.0,11.0,53.8,4.89,0.31,2.31,1.38,11.6,0.06,0.13,0.38,9.91,
Dameon Pierce,HOU,RB,22,13,13,0.0,0.0,0.0,16.9,72.2,4.27,0.31,3.0,2.31,12.7,0.08,0.15,0.38,12.8,
Cordarrelle Patterson,ATL,RB,31,13,11,0.0,0.0,0.0,11.1,53.5,4.83,0.62,2.38,1.62,9.38,0.0,0.08,0.69,11.9,
Cam Akers,LAR,RB,23,15,9,0.0,0.0,0.0,12.5,52.4,4.18,0.47,1.2,0.87,7.8,0.0,0.13,0.47,9.42,
Latavius Murray,2TM,RB,32,13,7,0.0,0.0,0.0,13.2,58.5,4.44,0.46,2.69,2.08,10.2,0.0,0.0,0.46,11.9,
D'Onta Foreman,CAR,RB,26,17,9,0.0,0.0,0.0,11.9,53.8,4.5,0.29,0.53,0.29,1.53,0.0,0.0,0.29,7.71,
Isiah Pacheco,KAN,RB,22,17,11,0.0,0.0,0.0,10.0,48.8,4.88,0.29,0.82,0.76,7.65,0.0,0.12,0.29,7.94,
Baker Mayfield,2TM,QB,27,12,10,180.3,0.83,0.67,2.58,7.42,2.87,0.08,0.0,0.0,0.0,0.0,0.17,0.08,10.1,
Antonio Gibson,WAS,RB,24,15,6,0.0,0.0,0.0,9.93,36.4,3.66,0.2,3.87,3.07,23.5,0.13,0.0,0.33,11.1,
Jonathan Taylor,IND,RB,23,11,11,0.0,0.0,0.0,17.5,78.3,4.48,0.36,3.64,2.55,13.0,0.0,0.27,0.36,13.3,
Taylor Heinicke,WAS,QB,29,9,9,206.6,1.33,0.67,3.11,10.7,3.43,0.11,0.0,0.0,0.0,0.0,0.56,0.11,12.9,
George Pickens,PIT,WR,21,17,12,0.0,0.0,0.0,0.18,1.41,8.0,0.06,4.94,3.06,47.1,0.24,0.0,0.29,9.79,
Mike Williams,LAC,WR,28,13,13,0.0,0.0,0.0,0.0,0.0,,0.0,7.15,4.85,68.8,0.31,0.0,0.31,13.6,
Jakobi Meyers,NWE,WR,26,14,13,0.0,0.0,0.0,0.14,-0.79,-5.5,0.0,6.86,4.79,57.4,0.43,0.14,0.43,12.9,
Carson Wentz,WAS,QB,30,8,7,219.4,1.38,1.13,2.75,10.8,3.91,0.13,0.0,0.0,0.0,0.0,0.13,0.13,14.1,
Curtis Samuel,WAS,WR,26,17,12,0.0,0.0,0.0,2.24,11.0,4.92,0.06,5.41,3.76,38.6,0.24,0.06,0.29,10.4,
Deebo Samuel,SFO,WR,26,13,12,0.0,0.0,0.0,3.23,17.8,5.52,0.23,7.23,4.31,48.6,0.15,0.15,0.38,13.0,
Adam Thielen,MIN,WR,32,17,17,0.0,0.0,0.0,0.06,0.24,4.0,0.0,6.29,4.12,42.1,0.35,0.0,0.35,10.6,
Tyler Boyd,CIN,WR,28,16,14,1.44,0.0,0.0,0.0,0.0,,0.0,5.13,3.63,47.6,0.31,0.0,0.31,10.4,
Khalil Herbert,CHI,RB,24,13,1,0.0,0.0,0.0,9.92,56.2,5.67,0.31,0.92,0.69,4.38,0.08,0.0,0.38,9.06,
Matthew Stafford,LAR,QB,34,9,9,231.9,1.11,0.89,1.44,1.0,0.69,0.11,0.0,0.0,0.0,0.0,0.33,0.11,12.0,
Drake London,ATL,WR,21,17,15,0.0,0.0,0.0,0.0,0.0,,0.0,6.88,4.24,50.9,0.24,0.18,0.24,10.5,
JuJu Smith-Schuster,KAN,WR,26,16,14,0.0,0.0,0.0,0.0,0.0,,0.0,6.31,4.88,58.3,0.19,0.13,0.19,11.6,
Donovan Peoples-Jones,CLE,WR,23,17,14,0.0,0.0,0.0,0.06,0.12,2.0,0.0,5.65,3.59,49.4,0.18,0.06,0.24,9.83,
Brock Purdy,SFO,QB,23,9,5,152.7,1.44,0.44,2.44,1.44,0.59,0.11,0.0,0.0,0.0,0.0,0.0,0.11,11.8,
Samaje Perine,CIN,RB,27,16,2,0.0,0.0,0.0,5.94,24.6,4.15,0.13,3.19,2.38,17.9,0.25,0.0,0.38,8.88,
Brian Robinson Jr.,WAS,RB,23,12,9,0.0,0.0,0.0,17.1,66.4,3.89,0.17,1.0,0.75,5.0,0.08,0.0,0.25,9.39,
Keenan Allen,LAC,WR,30,10,10,0.0,0.0,0.0,0.1,0.8,8.0,0.0,8.9,6.6,75.2,0.4,0.1,0.4,16.4,
Zach Wilson,NYJ,QB,23,9,9,187.6,0.67,0.78,3.11,11.3,3.64,0.11,0.11,0.11,0.22,0.11,0.11,0.22,11.0,
Mack Hollins,LVR,WR,29,17,16,0.24,0.0,0.0,0.24,2.35,10.0,0.0,5.53,3.35,40.6,0.24,0.0,0.24,9.07,
Josh Palmer,LAC,WR,24,16,11,0.0,0.0,0.0,0.06,0.25,4.0,0.0,6.69,4.5,48.1,0.19,0.0,0.19,10.6,
Jahan Dotson,WAS,WR,22,12,10,0.0,0.0,0.0,0.17,-0.58,-3.5,0.0,5.08,2.92,43.6,0.58,0.0,0.58,10.9,
Breece Hall,NYJ,RB,21,7,2,0.0,0.0,0.0,11.4,66.1,5.79,0.57,4.43,2.71,31.1,0.14,0.14,0.71,16.4,
K.J. Osborn,MIN,WR,25,17,9,0.0,0.0,0.0,0.18,0.35,2.0,0.0,5.29,3.53,38.2,0.29,0.0,0.29,9.15,
Diontae Johnson,PIT,WR,26,17,17,0.0,0.0,0.0,0.41,1.47,3.57,0.0,8.65,5.06,51.9,0.0,0.0,0.0,10.6,
Courtland Sutton,DEN,WR,27,15,15,0.0,0.0,0.0,0.07,0.33,5.0,0.0,7.27,4.27,55.3,0.13,0.0,0.13,10.6,
Kareem Hunt,CLE,RB,27,17,0,0.0,0.0,0.0,7.24,27.5,3.8,0.18,2.59,2.06,12.4,0.06,0.0,0.24,7.46,
Marquise Brown,ARI,WR,25,12,10,0.0,0.0,0.0,0.08,0.08,1.0,0.0,8.92,5.58,59.1,0.25,0.0,0.25,13.0,
Brandin Cooks,HOU,WR,29,13,13,0.0,0.0,0.0,0.15,0.54,3.5,0.0,7.15,4.38,53.8,0.23,0.0,0.23,11.2,
Rachaad White,TAM,RB,23,17,8,0.0,0.0,0.0,7.59,28.3,3.73,0.06,3.41,2.94,17.1,0.12,0.18,0.18,8.18,
DeAndre Hopkins,ARI,WR,30,9,9,0.0,0.0,0.0,0.0,0.0,,0.0,10.7,7.11,79.7,0.33,0.11,0.33,16.9,
Kenyan Drake,BAL,RB,28,12,5,0.0,0.0,0.0,9.08,40.2,4.42,0.33,2.17,1.42,7.42,0.08,0.0,0.42,8.67,
Parris Campbell,IND,WR,25,17,16,0.0,0.0,0.0,0.29,3.41,11.6,0.0,5.35,3.71,36.6,0.18,0.0,0.18,8.77,
Sam Darnold,CAR,QB,25,6,6,190.5,1.17,0.5,4.33,17.7,4.08,0.33,0.0,0.0,0.0,0.0,0.33,0.33,14.4,
Deshaun Watson,CLE,QB,27,6,6,183.7,1.17,0.83,6.0,29.2,4.86,0.17,0.0,0.0,0.0,0.0,0.0,0.17,14.3,
Michael Carter,NYJ,RB,23,16,10,0.0,0.0,0.0,7.13,25.1,3.53,0.19,3.38,2.56,18.0,0.0,0.06,0.19,7.88,
James Cook,BUF,RB,23,16,0,0.0,0.0,0.0,5.56,31.7,5.7,0.13,2.0,1.31,11.3,0.06,0.06,0.19,6.61,
David Njoku,CLE,TE,26,14,14,0.0,0.0,0.0,0.14,-0.57,-4.0,0.0,5.71,4.14,44.9,0.29,0.07,0.29,10.1,
Gerald Everett,LAC,TE,28,16,11,0.0,0.0,0.0,0.06,0.0,0.0,0.0,5.44,3.63,34.7,0.25,0.0,0.25,8.72,
Darius Slayton,NYG,WR,25,16,11,0.0,0.0,0.0,0.0,0.0,,0.0,4.44,2.88,45.3,0.13,0.06,0.13,8.03,
Clyde Edwards-Helaire,KAN,RB,23,10,6,0.0,0.0,0.0,7.1,30.2,4.25,0.3,2.3,1.7,15.1,0.3,0.0,0.6,9.83,
Jordan Akins,HOU,TE,30,15,3,0.0,0.0,0.0,0.0,0.0,,0.0,3.6,2.47,33.0,0.33,0.07,0.33,7.77,
Tyler Higbee,LAR,TE,29,17,17,0.0,0.0,0.0,0.0,0.0,,0.0,6.35,4.24,36.5,0.18,0.0,0.18,8.94,
Marquez Valdes-Scantling,KAN,WR,28,17,11,0.0,0.0,0.0,0.06,-0.18,-3.0,0.0,4.76,2.47,40.4,0.12,0.0,0.12,7.2,
Devin Duvernay,BAL,WR,25,14,13,0.0,0.0,0.0,0.86,6.0,7.0,0.07,3.5,2.64,29.1,0.21,0.0,0.36,8.29,
Isaiah McKenzie,BUF,WR,27,15,8,0.0,0.0,0.0,0.6,3.67,6.11,0.07,4.33,2.8,28.2,0.27,0.0,0.33,7.99,
James Robinson,2TM,RB,24,11,5,0.0,0.0,0.0,10.0,38.6,3.86,0.27,1.27,1.0,4.64,0.18,0.0,0.45,8.05,
Richie James,NYG,WR,27,17,4,0.0,0.0,0.0,0.12,0.35,3.0,0.0,4.12,3.35,33.5,0.24,0.18,0.24,7.79,
Tyler Conklin,NYJ,TE,27,17,16,0.0,0.0,0.0,0.12,0.18,1.5,0.0,5.12,3.41,32.5,0.18,0.0,0.18,7.74,
J.K. Dobbins,BAL,RB,24,8,8,0.0,0.0,0.0,11.5,65.0,5.65,0.25,1.0,0.88,5.25,0.13,0.0,0.38,10.2,
Damien Harris,NWE,RB,25,11,9,0.0,0.0,0.0,9.64,42.0,4.36,0.27,2.09,1.55,8.82,0.0,0.0,0.27,8.26,
Chuba Hubbard,CAR,RB,23,15,2,0.0,0.0,0.0,6.33,31.1,4.91,0.13,1.13,0.93,11.4,0.0,0.07,0.13,5.85,
Mitchell Trubisky,PIT,QB,28,7,5,178.9,0.57,0.71,2.71,5.43,2.0,0.29,0.0,0.0,0.0,0.0,0.0,0.29,10.6,
Noah Fant,SEA,TE,25,17,16,0.0,0.0,0.0,0.0,0.0,,0.0,3.71,2.94,28.6,0.24,0.0,0.24,7.21,
Russell Gage,TAM,WR,26,13,4,0.0,0.0,0.0,0.0,0.0,,0.0,5.38,3.92,32.8,0.38,0.08,0.38,9.51,
Alexander Mattison,MIN,RB,24,17,0,0.0,0.0,0.0,4.35,16.6,3.82,0.29,1.06,0.88,5.35,0.06,0.0,0.35,5.2,
Rashid Shaheed,NOR,WR,24,12,6,0.0,0.0,0.0,0.33,4.75,14.25,0.08,2.83,2.33,40.7,0.17,0.0,0.25,8.38,
Noah Brown,DAL,WR,26,16,13,0.0,0.0,0.0,0.0,0.0,,0.0,4.63,2.69,34.7,0.19,0.06,0.19,7.16,
DeVante Parker,NWE,WR,29,13,11,0.0,0.0,0.0,0.0,0.0,,0.0,3.62,2.38,41.5,0.23,0.0,0.23,7.92,
Marvin Jones,JAX,WR,32,16,10,0.0,0.0,0.0,0.0,0.0,,0.0,5.06,2.88,33.1,0.19,0.0,0.19,7.31,
Alec Pierce,IND,WR,22,16,12,0.0,0.0,0.0,0.0,0.0,,0.0,4.88,2.56,37.1,0.13,0.0,0.13,7.02,
Olamide Zaccheaus,ATL,WR,25,17,13,0.0,0.0,0.0,0.12,0.41,3.5,0.0,3.59,2.35,31.4,0.18,0.06,0.18,6.47,
Zach Ertz,ARI,TE,32,10,10,0.0,0.0,0.0,0.0,0.0,,0.0,6.9,4.7,40.6,0.4,0.0,0.4,11.6,
Mecole Hardman,KAN,WR,24,8,5,0.0,0.0,0.0,0.5,3.88,7.75,0.25,4.25,3.13,37.1,0.5,0.0,0.75,11.7,
Kalif Raymond,DET,WR,28,17,7,0.0,0.0,0.0,0.41,2.12,5.14,0.0,3.76,2.76,36.2,0.0,0.06,0.06,6.84,
DJ Chark,DET,WR,26,11,10,0.0,0.0,0.0,0.0,0.0,,0.0,4.73,2.73,45.6,0.27,0.0,0.27,8.93,
